,Título,Número de registro,Denominação,Classificação,Local de produção,Data de produção,Autor,Material/Técnica,Dimensões - altura,Dimensões - largura,Situação,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - espessura,Dimensões - peso,Resumo descritivo,Condições de reprodução,Mídias relacionadas,ACERVO,URL,TAINACAN_COLECTION_ID
93,,221,Bacia de banho,12 Objetos Pessoais > 12.3 Artigo de Toalete,[Minas Gerais],Século XX,Não identificada,fundição | martelado | metal,"32,5",,,,86,,,"Bacia de banho, de grandes dimensões, confeccionada em metal amarelo (possivelmente latão), de estrutura circular e lisa, com bordas largas e profundidade correspondente ao tamanho do objeto. Apresenta friso interno na aba e no fundo, este com estrutura circular em metal martelado.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
94,,222,Mesa de encostar,05 Interiores > 05.5 Peça de Mobiliário,Minas Gerais,Século XVIII,Não identificada,fundição | madeira | marcenaria | metal,88,87,,,,,,"Mesa de encostar, de manufatura rústica, típica da região de Minas Gerais, confeccionada em madeira (jacarandá mineiro). Apresenta tampo ligeiramente saliente, de formato retangular, emoldurado por friso delgado, e com extremidades em ângulo reto. Caixa retangular apoiada sobre fundo composto por três tábuas e duas ripas de madeira, tendo as laterais lisas e parte frontal composta por duas gavetas ornadas por quatro losangos almofadados (dispostos dois em cada gaveta). Gaveta esquerda com espelho de fechadura em metal (ferro), de formato oval. Peça sustentada por quatro pernas recortadas em linhas sinuosas, com joelheiras proeminentes e pés de lira. Apresenta travejamento interligando as quatro pernas, tendo as hastes frontal e posterior chapadas e recortadas em formato de balaústre, além de hastes laterais recortadas no mesmo formato, em dimensões menores.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
95,,223,Rebenque,11 Transporte > 11.3 Acessório de Transporte Terrestre,Minas Gerais,Século XIX,Não identificada,fundição | madeira | metal | torneado,,,,,"2,3",,,"Rebenque confeccionado em madeira (jacarandá) com ornatos em metal (prata). Objeto composto por haste cilíndrica e longilínea, que se afina em direção à extremidade inferior. Destaca-se ornamentação em prata em três pontos distintos da haste: na parte superior, estrutura cilíndrica arrematada por série de semicírculos; na parte central, ornato cilíndrico com duas séries de semicírculos dispostas uma em cada extremidade; e, na parte inferior, estrutura cilíndrica mais delgada com a mesma padronagem decorativa em série, arrematada por aro ovalado do mesmo metal.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
0,,225,Freio de cavalgadura,11 Transporte > 11.3 Acessório de Transporte Terrestre,Minas Gerais,Século XIX,Não identificada,fundição | metal,21,"21,3",,,,,,"Freio de cavalgadura confeccionado em metal (prata) composto por par de estruturas unidas na parte central por haste retorcida em metal (ferro). Estruturas laterais do objeto dispostas verticalmente, tendo a parte superior vazada para encaixe de correntes e a parte central em recorte sinuoso ornadas por figura grotesca em relevo representada ao centro de botão circular. Figuras compostas por olhos, nariz e boca, cercadas por cabeleira em anéis e molduras em pequenos traços. Ladeando a figura, pino esférico com orifício e estrangulamento. Logo abaixo, ornatos em volutas e outro pino esférico (estando o da lateral direito faltando). Parte inferior do objeto arrematada por voluta estilizada e aros circulares. Parte posterior em metal liso. Sem marca.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
1,,227,Caçamba (formato de chinelo),11 Transporte > 11.3 Acessório de Transporte Terrestre,Minas Gerais,Século XVIII/XIX,Não identificada,fundição | metal,"6,3","9,5",,,,,,"Caçamba [de uso feminino], de médio porte, em formato de chinelo, confeccionada em metal (prata). Objeto de design delicado, com a parte frontal fechada, ornada na borda por frisos e por série torsada, além de motivos florais. Extremidade arrematada por bico quadrado, decorado por friso em torsado. Parte interna em metal liso, tendo sola inteiriça com recorte abaulado. Apresenta alça em formato de ferradura, arrematada por aro ovalado e fixada nas laterais por parafusos abaulados (dispostos um de cada lado) interligados por pino cilíndrico e delgado.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
2,,228,Estribo,11 Transporte > 11.3 Acessório de Transporte Terrestre,Minas Gerais,Século XVIII,Não identificada,fundição | metal,"18,7","12,6",,6,,,,"Estribo confeccionado em metal (bronze), com ornamentação em relevo. Apresenta extremidade superior abaulada arrematada por alça em arco invertido, disposta perpendicularmente, ornada por motivos florais e fixada à estrutura através de pino de formato cônico. Objeto composto por duas hastes laterais abauladas e retorcidas (para encaixe do pé), que se afunilam na extremidade superior. Na parte inferior da peça, estrutura cônica recortada, com ornamentação vazada na superfície, tendo, nas faces frontal e posterior, medalhão central liso de formato oval, circundado por friso perlado, ladeado por duas cornucópias e cercado por motivos florais em relevo. Extremidade inferior recortada em curva.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
3,,229,Chilena,11 Transporte > 11.3 Acessório de Transporte Terrestre,Minas Gerais,Século XIX,Não identificada,fundição | metal,"16,5","7,7",,,,,,"Chilena confeccionada em metal (prata e ferro). Parte superior em arco, tendo duas volutas estilizadas nas extremidades, arrematada por pinos circulares e com a parte interna lisa. De um dos pinos sobressai estrutura recortada, composta por pequena fivela na extremidade para encaixe da correia (esta inexistente). Superfícies laterais do arco ornada por traços e semicírculos com pontos dispostos ao centro. Parte central do objeto de estrutura longilínea, em formato de cabeça de ave estilizada, com pele ornada por semicírculos e pontos. No bico do animal representado, parafuso com roseta denteada, esta em ferro.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
4,,231,Focinheira,11 Transporte > 11.3 Acessório de Transporte Terrestre,Minas Gerais,Século XIX,Não identificada,fundição | metal,"9,5","10,7",,,,,,"Focinheira confeccionada em metal (prata) com estrutura em arco, tendo a superfície ornada por frisos seriados em relevo, dispostos em diagonal. Apresenta laterais denteadas. Arco arrematado por dois anéis, dispostos um de cada lado, seguidos por representação de pequenas mãos com quatro dedos unidos e dedo polegar proeminente, segurando aros circulares.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
5,,232,Barbela,11 Transporte > 11.3 Acessório de Transporte Terrestre,Minas Gerais,Século XIX,Não identificada,fundição | metal,,"2,4",,,,,,"Barbela confeccionada em metal (prata e alpaca) composta por corrente com vinte e dois aros unidos em duplas. Apresenta quatro aros em semicírculo unidos por dois aros menores, que fixam a estrutura abaulada e chapada do objeto. Estrutura chapada da peça em formato de cinto, contendo fivela com parafuso central para regular o tamanho e seis orifícios vazados, além de friso ornado por pequenos triângulos. Sem marca.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
6,Assinatura da Lei Áurea,233,Molde de Medalha,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,Brasil | Rio de Janeiro,1888 | Século XIX,Casa da Moeda do Rio de Janeiro/ Emissor: IHGB,gesso | moldagem | pintura | tinta,,,,,5,,,"Molde de medalha comemorativa confeccionada em gesso pintado em tom prateado, referente à assinatura da Lei Áurea (1888). Anverso do objeto com efígie da Princesa Isabel ao centro, em relevo e de perfil, representada através de figura feminina, de perfil, voltada à esquerda, de cabelos presos, rosto redondo, com ombros à mostra, trajando vestido. Imagem circundada pela legenda: “IZABEL...IMPERIAL....DO BRAZIL”. No reverso, a inscrição “LEI/ DE 13 DE MAIO/ DE/ 1888” circundada por guirlanda e pela legenda: “INSTITUTO HISTÓRICO E GEOGRAPHICO BRAZILEIRO”. Medalha cercada por friso simples.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
7,,234,Estribo,11 Transporte > 11.3 Acessório de Transporte Terrestre,Brasil | Minas Gerais,Século XIX,Não identificada,fundição | metal,"12,7",11,,"3,4",,,,"Estribo confeccionado em metal (latão), contendo haste retorcida na parte superior, em formato de arco, arrematado por alça com recorte vazado para encaixe da correia. Parte inferior do objeto em chapa retangular retilínea. Peça avulsa.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
8,,235,Estribo,11 Transporte > 11.3 Acessório de Transporte Terrestre,Brasil | Minas Gerais,Século XIX,Não identificada,fundição | metal,"9,5","9,6",,,,,,"Estribo confeccionado em metal amarelo, contendo haste retorcida na parte superior, em formato de arco, arrematado por alça de formato trapeizodal vazado para encaixe da correia. Haste arrematada na parte inferior por estruturas ovaladas fixadas a chapa retilínea lisa. Peça avulsa.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
9,,236,Abotoadeira de sapato,12 Objetos Pessoais > 12.3 Artigo de Toalete,[EUA],Século XIX,Não identificada,folha de prata | fundição | metal | prateamento,,"2,5 (cabo)  ",,,,,,"Abotoadeira [de sapato] confeccionada em metal (ferro) coberto por folha de prata. Objeto de estrutura longilínea, arrematada em uma das extremidades por pequeno gancho. Apresenta anéis em metal prateado próximos ao cabo, este mais largo, ornado por frisos dispostos em diagonal, decorados por série de círculos e intercalados por ornamentação em série de linhas sinuosas.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
10,,237,Lapiseira,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Europa,Século XIX,Não identificada,cinzelagem | fundição | madeira | metal,,"0,07",,,,,,"Lapiseira confeccionada em metal prateado (alpaca), com tampa em sistema de encaixe, tendo uma das extremidades vazadas para encaixe do lápis (existente), e com a seguinte inscrição gravada em anel liso: “STERLING. A.”. Apresenta camada externa ornada por arabescos e motivos florais em relevo, além tampa cilíndrica na outra extremidade e medalhão oval em metal dourado liso (latão).",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
11,,238,Barbela,11 Transporte > 11.3 Acessório de Transporte Terrestre,Minas Gerais,Século XIX,Não identificada,fundição | metal,,"1,7",,,,,,"Barbela confeccionada em metal prateado e dourado, composta por corrente com quinze aros retorcidos, em formato de “8”, presos nas extremidades por outros dois aros menores, dispostos dois de cada lado. Uma das extremidades em formato de ferradura, fixada a estrutura retangular lisa com tranca em sistema de pressão. Na outra extremidade, estrutura com a parte superior abaulada, com o mesmo tipo de tranca citada, em metal dourado (latão). Sem marca.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
12,,239,Adaga com bainha,01 Caça e Guerra > 01.2 Arma,[Brasil],Século XIX,Não identificada,fundição | metal,"6,2","5,6",,,,,,"Adaga [com bainha], de estrutura longilínea, confeccionado em metal, com ornatos em metal amarelo (latão). Adaga com lâmina bifacetada, em aço, tendo extremidade pontiaguda e, na parte superior, anel ovalado ornado por motivos fitomorfos e folha estilizada em metal amarelo. Apresenta cabo com anéis cilíndricos em metal amarelo intercalados por estrutura composta por fios de metal prateado em torsado. Extremidade do objeto arrematada por botão ornado por gomos em relevo e emblema (ilegível) na parte central. Bainha confeccionada em metal amarelo, de formato achatado, ornada por frisos simples e anel com argola no mesmo metal.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
