,Número de registro,Outros números,Situação,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
65,MCP0400,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: traçado do plano pilto de Brasília e acima dele inscrição ""BRASIL""; bordo liso; verso: inscrição ""50 CRUZEIROS 1984"".",,,,2.7,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
66,MCP0401,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: traçado do plano pilto de Brasília e acima dele inscrição ""BRASIL""; bordo liso; verso: inscrição ""50 CRUZEIROS 1983"".",,,,2.7,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
67,MCP0402,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: traçado do plano pilto de Brasília e acima dele inscrição ""BRASIL""; bordo liso; verso: inscrição ""50 CRUZEIROS 1983"".",,,,2.7,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
68,MCP0403,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: traçado do plano pilto de Brasília e acima dele inscrição ""BRASIL""; bordo liso; verso: inscrição ""50 CRUZEIROS 1981"".",,,,2.7,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
69,MCP0404,,Localizado,Moeda,5 cruzados,Não identificado,03 Objetos Pecuniários,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,,,,2.4,,Metal > Metal Cunhado,Não identificado,Século XX > 1988,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
70,MCP0405,,Localizado,Moeda,5 cruzados,Não identificado,03 Objetos Pecuniários,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,,,,2.4,,Metal > Metal Cunhado,Não identificado,Século XX > 1988,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
71,MCP0406,,Localizado,Moeda,5 cruzados,Não identificado,03 Objetos Pecuniários,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,,,,2.4,,Metal > Metal Cunhado,Não identificado,Século XX > 1988,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
72,MCP0407,,Localizado,Moeda,5 cruzados,Não identificado,03 Objetos Pecuniários,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,,,,2.4,,Metal > Metal Cunhado,Não identificado,Século XX > 1988,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
73,MCP0408,,Localizado,Moeda,5 cruzados,Não identificado,03 Objetos Pecuniários,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,,,,2.4,,Metal > Metal Cunhado,Não identificado,Século XX > 1988,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
74,MCP0409,,Localizado,Moeda,5 cruzados,Não identificado,03 Objetos Pecuniários,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,,,,2.4,,Metal > Metal Cunhado,Não identificado,Século XX > 1988,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
75,MCP0410,,Localizado,Moeda,5 cruzados,Não identificado,03 Objetos Pecuniários,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,,,,2.4,,Metal > Metal Cunhado,Não identificado,Século XX > 1988,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
76,MCP0411,,Localizado,Moeda,5 cruzados,Não identificado,03 Objetos Pecuniários,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,,,,2.4,,Metal > Metal Cunhado,Não identificado,Século XX > 1988,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
77,MCP0412,,Localizado,Moeda,5 cruzados,Não identificado,03 Objetos Pecuniários,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,,,,2.4,,Metal > Metal Cunhado,Não identificado,Século XX > 1986,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
78,MCP0413,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 1000 Réis, em metal dourado, contendo no verso inscrições e ilustração de livro aberto. No anverso, inscrições e efígie de Anchieta.",,,,"2,5",,Metal,Brasil,Século XX > 1938,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
79,MCP0414,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 25 centavos de Dólar, em metal prateado, contendo no verso inscrições e efície de George Washington. No anverso, inscrições e contorno do mapa do estado da Georgia.",,,,"2,4",,Metal,Estados Unidos da América,Século XX > 1999,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
80,MCP0415,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 25 centavos de Dólar, em metal prateado, contendo no verso inscrições e efície de águia. No anverso, inscrições e efície de George Washington.",,,,"2,4",,Metal,Estados Unidos da América,Século XX > 1996,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
81,MCP0416,,Localizado,Objeto Não Localizado,,Não identificado,,,,,,,,Não identificado,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
82,MCP0417,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 25 centavos de Dólar, em metal prateado, contendo no verso inscrições e efície de George Washington. No anverso, inscrições e contorno do mapa do estado de Indiana, imagem de carro de corrida e estrelas.",,,,"2,4",,Metal,Estados Unidos da América,Século XXI > 2002,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
83,MCP0418,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 25 centavos de Dólar, em metal prateado, contendo no verso inscrições e efície de George Washington. No anverso, inscrições e contorno do mapa do estado do Novo México.",,,,"2,4",,Metal,Estados Unidos da América,Século XXI > 2008,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
84,MCP0419,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1987 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
85,MCP0420,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
86,MCP0421,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
87,MCP0422,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
88,MCP0423,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1987 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
89,MCP0424,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
90,MCP0425,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
91,MCP0426,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1987 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
92,MCP0427,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
93,MCP0428,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1987 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
94,MCP0429,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
95,MCP0430,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1987 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
0,MCP0431,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
1,MCP0432,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
2,MCP0433,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
3,MCP0434,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
4,MCP0435,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
5,MCP0436,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",,,,2.6,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
