,Número de registro,Outros números,Situação,Denominação,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
8,GO.99.029.490,208,Localizado,Crucifixo,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Base circular simples e lisa, coluna em forma de cone com dois emblemas: ""Congresso Eucarístico do Rio e Janeiro"" e ""Cruz Papal"". É composta por oito partes. A escultura é em prata e três cravos.","0,41 m","0,14 m",,,,Metal > Latão,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
9,GO.99.029.231,83080029231 | 63,Localizado,São Bento,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina de pé, posição frontal. Olhos direcionados, barba cerrada, cabelo curto, braço direito estendido, braço esquerdo estendido segurando um livro de capa vermelha e dorso dourado. Veste túnica preta longa com capuz com ponta em v caindo nas costas com a barra dourada. Pés em afastamento com sapatos pretos. Peanha quadrada.","0,24 m","0,12m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
10,GO.99.029.241,83090029241 | 73,Localizado,Nossa Senhora dos Anjos,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Imagem de pé, posição frontal, cabelos inciso longos partido ao meio, braço direito estendido com a mão semiaberta. O esquerdo flexionado sobre o peito, mão espalmada. Túnica longa, manto preso no braço esquerdo envolta ao corpo com uma ponta presa à cintura. Pisando sobre nuvens e volutas no centro um anjo. Perna esquerda reta a direita com flexionada. Peanha oitavada.","0,26 m","0,08 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
11,GO.99.029.257,83106029257 | 92,Localizado,Senhor Bom Jesus da coluna,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Pescoço musculoso. Pernas finas, sendo a direita com joelho levemente flexionado e a esquerda estendida. Perisônia branca com estamparia dourada, entrelaçada e presa por um nó. Nas costas detalhes em vermelho, representando as chagas de Jesus.","0,71 m","0,20 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
12,GO.99.029.242,83091029242 | 75,Localizado,Mestra Sant'Ana,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Mestra Sant'Ana de pé, posição frontal, cabelos partidos ao meio e cobertos por um véu rosa arredondado caindo nas costas. Túnica azul claro, manto vermelho. Braço esquerdo a figura de menina que segura um livro aberto. Menina em posição frontal, cabelos partidos ao meio em bandô. Braços estendidos com a mão esquerda espalmada segurando o livro e a direita fechada com dedo polegar apontando o livro. Túnica longa, branca com drapeado à cintura por cinto. Manto caindo do ombro esquerdo envolta ao corpo preso as pontas no braço esquerdo. Ambas com furo na cabeça. Perna direita flexionada esquerda reta. Base octogonal. Policromia clara.","0,28 m","0,10 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
13,GO.99.029.235,83084029235 | 65,Localizado,Santo Antônio,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina de pé, posição frontal. Braço esquerdo estendido, mão espalmada apoiando um  livro de capa vermelha. Dorso dourado com um pino no meio, no qual deveria estar o Menino Jesus. Corpo pendido à direita, veste hábito Franciscano preso à cintura por um cordão formado de três nós, caído do lado direito. Perna flexionada, esquerda reta. Base quadrada com os cantos cortados.","0,27 m","0,12 m",,,,Rocha > Argila > Terracota,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
14,GO.99.029.259,83.108.029.259,Localizado,Crucifixo,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura de Cristo, cabeça erguida, cabelos longos, barba longa e olhos abertos. Braços estendidos em forma de y, mãos abertas com furos. Tórax com as costelas salientes, perizonio amarrado do lado direito, com ponta caída. Pernas paralelas, pé direito por cima do esquerdo, com um cravo no centro.","0,18 m","0,14 m",,,"0,600 Kg",Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
15,G0.99.029.243,83092029243 | 76,Localizado,Cristo Crucificado,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Imagem de Cristo morto, cabeça caída para direita, cabelos longos para trás caindo nas costas em ponta. Olhos fechados. Barba cerrada e bigode. Braços estendidos em V. Perizonio branco atado por cordão com ponta caindo a direita. Perna direita flexionada com pé em ponta com furo para o cravo. Chagas no peito joelho e ombros. Policromia clara, cores preto no cabelo, vermelho nas chagas.","0,20 m","0,10 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
16,GO.99.029.236,83085029236 | 67,Localizado,Nossa Senhora da Conceição,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina de pé sobre nuvens, posição frontal. Cabelos longos caídos nos ombros, cabeça coberta por véu curto caído em ponta nas costas. Perna direita flexionada e a esquerda firme. Veste túnica longa. Decote redondo, drapeado, presa à cintura por uma faixa azul clara estampada com flores vermelhas e douradas. Manto longo caindo dos ombros em volta do corpo, preso sob o braço esquerdo cai em ponta. Peanha quadrada com frisos e cantos cortados.","0,30 m","0,11 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
17,GO.99.029.249,83098029249 | 81,Localizado,Pomba do Divino,José Joaquim da Veiga Valle,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça de madeira, tendo o corpo de pé e asas abertas. Cabeça ligeiramente flexionada para a esquerda. Olhos abertos, bico vermelho para frente, pernas flexionadas. Pés para frente. Pintada de prata com riscos dourados imitando penas.","0,16 m","0,27 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
18,GO.83.029.264,GO.83.112.029.264 | 63,Localizado,Coroa,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Coroa fechada, com base lisa, parte central com angras pontilhadas. Parte superior com 4 hastes curvas com frisos em formas de cordas, detalhes em forma de flores, e detalhes em formas de curvas, cruz torneada na parte superior.","0,11 m",,,,,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
19,GO.99.029.412,,Localizado,Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cálice com base circular abaulada, coluna em nó esférico. Capa lisa com friso de contas, borda lisa com pequeno bico.","0,4 m",,,"0,9 m","0,150 Kg",Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
20,GO.99.029.500,GO.86.029.500 | 345,Localizado,Menino Deus,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura de criança de pé, posição frontal, cabeça reta, cabelos anelados, embutidos nas pontas. Tórax cheio, ventre saliente. Olhos pintados, nariz chato e boca pequena. Corpo nu, aparecendo os genitais. Pernas retas meio afastadas. Está encaixado na almofada por um pino. Globo azul, peanha octogonal pintada de vermelho.","0,26 m","0,07 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
21,GO.99.029.237,83086029237 | 69,Localizado,Divino Pai Eterno,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina sentada de frente. Cabeça pendida para frente, olhos baixos, nariz reto. Cabelos curtos. Barba longa, partida ao meio. Braço direito flexionado para o alto, mão fechada com os dedos médio e polegar reto. Pernas flexionadas em afastamento, pé direito descalço. Veste túnica longa. Manto caindo dos ombros arredondados. Peanha retangular e recortada formando nuvens com três querubins à frente.","0,17 m ","0,11 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
22,GO.99.029.413,,Localizado,Pátena,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Patena circular, dourada e ligeiramente côncava.",,,,"0,11 m","0,50 Kg",Metal > Latão | Metal > Ouro,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
23,GO.99.029.501,,Localizado,Menino Deus,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura de criança de pé, posição frontal, cabelos encaracolados e presos à nuca. Veste túnica branca até a altura do joelho, fazendo bico na frente. Manto caindo do ombro esquerdo. Um livro na mão esquerda. Pernas meio afastadas. Pisa uma peanha de forma octogonal.","0,15 m","0,06 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
24,GO.99.029.414,,Localizado,Pátena,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Patena avalada, tom dourado, ligeiramente côncava.",,,,"0,22 m","0,100 Kg",Metal > Latão | Metal > Ouro,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
25,GO.99.029.238,83087029238 | 70,Localizado,Menino Jesus,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Menino jesus de frente, cabeça levemente inclinada a direita. Olhos abertos direcionados ao longe. Cabelos dourados com mechas as pontas. Braço direito flexionado em ângulos para cima. Pernas direita com ligeiro flexionado e esquerda reta em afastamento. Nos pés pequenos buracos para a sustentação.","0,18 m","0,008 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
26,GO.99.029.502,,Localizado,Santo Antônio,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Imagem de pé, posição frontal, cabelos curtos com tonsura, na mão direita um livro. Pés afastados, túnica longa sendo hábito beneditino atado a cintura por cordão, gola com capuz de forma triangular. Peanha retangular preta. Policromia.","0,16 m","0,06 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
27,GO.99.029.415,,Localizado,Pátena,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Peça em formato circular, banhada a ouro, sem nenhum amassamento.",,,,"0,10 m ",,Metal > Latão | Metal > Ouro,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
28,GO.99.029.503,,Localizado,Nossa Senhora da Conceição,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Imagem de pé, posição frontal, ligeiramente inclinada para a esquerda, cabelos partidos ao meio, longos e lisos caindo sobre os ombros. Braços flexionados, mãos postas. Túnica longa, azul com estamparia em flores. Manto azul com verso vermelho. Base oval com desenhos fitomorfos e a lua quarto crescente. Peanha oval. Orifício interno na base da imagem. Policromia. Carnação em bege.","0,17 m","0,06 m",,,,Pedra,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
29,GO.99.029.504,GO.2006.029.504 | 342,Localizado,Nossa Senhora da Abadia,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Imagem de pé, posição frontal, cabeça levantada, olhar para baixo e para frente, cabelos longos caídos nas costas, cobertos por véu curto. Braços flexionados, mãos em posição de segurar, veste túnica longa em verde, manto azul marinho e vermelho. Pisa sobre um globo em forma de nuvens. Peanha quadrada de forma piramidal.","0,155 m","0,05 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
30,GO.99.029.239,83088029239 | 71,Localizado,São Pedro,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina de pé, posição frontal. Cabelos curtos em mechas. Barba cerrada, bigode longo. Braço direito flexionado com a mão espalmada sobre o peito. Perna direita flexionada e a esquerda serve de apoio. Veste túnica longa azul de friso dourado no decote e na barra, cintada por cordão. Manto alaranjado, forro azul claro com barra dourada. Base retangular formando volutas nos cantos e no centro reto atrás.","0,30 m","0,14 m",,,,Rocha > Argila > Terracota,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
31,GO.99.029.530,,Localizado,Menino Jesus,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Menino Jesus com cabeça levemente inclinada, cabelos curtos ondulados, olhos bem abertos, boca entreaberta, nariz aquilino. Corpo robusto, seminu, braço esquerdo estendido, braço direito elevado, pé esquerdo sobre o direito. Perizonio branco com viés dourado. Carnação bege rosada.","0,64 m","0,32 m",,,,Gesso,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
