,Outros números,Denominação,Título,Autor,Resumo descritivo,Material/Técnica,Classificação,Data de produção,Local de produção,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
32,T 1503,Prato Fundo,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
33,T 1504,Prato Fundo,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
34,,Prato Raso,,Mansard,"Pato Raso em porcelana branca; Borda com friso dourado; Aba ricamente decorado com motivos florais, o desenho é em auto relevo e circula toda a peça sendo interrompido apenas para dar lugar ao monograma com as letras C de A. pintado em dourado; Desnível entre a aba e o fundo do prato, dando leve profundidade a peça; Fundo do prato em branco.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
35,T 1502,Prato Fundo,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
36,T 1546,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
37,T 1279,Cadeira de Palhinha,,Não identificado,"Cadeira em madeira. Espaldar alto, saindo da parte de trás do acento formando uma leve curva, abrindo no meio e terminando com cachaço recortado no topo formando pequena elevação e recortado no meio, na junção com a tabela, esse recorte é reto na parte superior, com duas laterais em diagonal terminando com parte inferior menor e levemente curvado. Tabela central horizontal, recortada formando partes externas ondulantes, no centro recorte de madeira também em forma ondulante. Horizontalmente tabela liga a parte central vertical com as laterais, formando uma semi-curva; Acento com recorte quadrado em madeira. Palhinha no centro do acento; Pernas traseiras em madeira retas e lisas, com trave horizontal arredondada, na altura central ligando as pernas; Avental em conjunto com as pernas forma um “M”; Pernas frontais descendo em curvas, terminando com pé em formato de cachimbo. 2 Traves laterais de cada lado, ambas arredondas e retas, ligando as pernas frontais as traseiras; Parafusos em metal.",Madeira | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
38,,Prato Raso,,Mansard,"Pato Raso em porcelana branca; Borda com friso dourado; Aba ricamente decorado com motivos florais, o desenho é em auto relevo e circula toda a peça sendo interrompido apenas para dar lugar ao monograma com as letras C de A. pintado em dourado; Desnível entre a aba e o fundo do prato, dando leve profundidade a peça; Fundo do prato em branco.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
39,T 1683,Travessa para Peixe,,Não identificado,"Travessa para peixe em porcelana branca e detalhes decorativos em dourado; Forma oval com quinas bem acentuadas. Bordas irregulares e recortadas, pintadas em dourado. Demarcando a diferença de nível no fundo da travessa, friso em dourado. Ao fundo, no centro, monograma da família.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
40,T 1690,Travessa,,Não identificado,"Travessa em faiança; Elíptica; Pequena depressão com relevo no fundo da travessa. No verso da peça, linha central em alto relevo, provavelmente para estabilidade da peça.",Cerâmica,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
41,T 1531,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
42,T 1548,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
43,T 1326.3,Pires,,Não identificado,"Pires em cerâmica branca com pintura decorativa em listras verdes e douradas na borda, seguido de listra dourada, sequência de listras verde e dourado, terminando com listra dourada no centro.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
44,T 1050,Quadro,“Barão do Ayuruoca”,Não identificado,"Impressão em preto e branco; Figura masculina; Sentado, postura ereta; Veste fraque, com casaco aberto mostrando colete. Calças, casaco e coleto escuro, camisa clara. Três botões no lado esquerdo do casaco, acima com parte encoberta pela lapela do casaco, medalha; Corrente do relógio de bolso aparente por cima do colete; No pescoço fita larga terminando em medalha em forma de cruz; Braço direito apoiado em mesa. Braço esquerdo apoiado na perna esquerda; Ao fundo mesa, com toalha e parte do espaldar da cadeira; Paspatu claro apenas abaixo da imagem; Moldura em madeira escura, dividida em pequenas camadas, sendo de dentro para fora a primeira camada com alto relevo disforme, seguido por camadas variando entre sulcos e curvas. Terminando com camada com mesmo relo disforme.",Madeira | Papel,02 Artes Visuais/Cinematográfica > 02.6 Pintura,[s.d.],Brasil,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
45,,Prato Raso,,Mansard,"Pato Raso em porcelana branca; Borda com friso dourado; Aba ricamente decorado com motivos florais, o desenho é em auto relevo e circula toda a peça sendo interrompido apenas para dar lugar ao monograma com as letras C de A. pintado em dourado; Desnível entre a aba e o fundo do prato, dando leve profundidade a peça; Fundo do prato em branco.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
46,T 1418,Tampa,,Não identificado,"Tampa em faiança; Oval; Pequenas elevações formando níveis em direção ao topo da tampa; Puxador em arco, com sua base saindo de relevo em forma floral.",Cerâmica,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
47,43,Garfo,,SL Superilure,"Garfo em prata; 4 dentes; Cabo fino terminando em ponta mais larga; Toda a extensão do cabo é trabalhada com relevo, formando nas extremidade do cabo e ponta, relevo que lembra um nó; No verso da peça, monograma com as iniciais do proprietário da peça.",Prata,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[entre 1839 e 1879],França,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
48,T 1409,Tampa,,Não identificado,"Tampa em cerâmica com fundo branco e detalhes decorativos coloridos; Redonda; Borda levemente ondulante, com fino friso branco, seguido de faixa verde água e depois fino friso em dourado; Na parte central branca se destaca desenho em alto relevo que complemente puxador. Desenho floral, composto por caule, folhas e botão de flor (puxador). Todo o friso do alto relevo é pintado em verde e água e dourado.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
49,,Travessa de Peixe,,Não identificado,"Travessa de Peixe em porcelana branca com motivos decorativos; Forma elíptica; Borda com friso dourado; Aba ricamente decorado com motivos florais, o desenho é em auto relevo e circula toda a peça sendo interrompido apenas para dar lugar ao monograma com as letras C de A. pintado em dourado; Desnível entre a aba e o fundo da travessa, dando profundidade a peça; Fundo da peça em branco.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
50,T 1682,Travessa para Peixe,,Não identificado,"Travessa para peixe em porcelana branca e detalhes decorativos em dourado; Forma oval com quinas bem acentuadas. Bordas irregulares e recortadas, pintadas em dourado. Demarcando a diferença de nível no fundo da travessa, friso em dourado. Ao fundo, no centro, monograma da família.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
51,,Prato Raso,,Mansard,"Pato Raso em porcelana branca; Borda com friso dourado; Aba ricamente decorado com motivos florais, o desenho é em auto relevo e circula toda a peça sendo interrompido apenas para dar lugar ao monograma com as letras C de A. pintado em dourado; Desnível entre a aba e o fundo do prato, dando leve profundidade a peça; Fundo do prato em branco.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
52,T 868,Cadeira,,Não identificado,"Cadeira em madeira, encosto e acento em palhinha; Espaldar largo, com bordas em madeira ondulante. Cachaço trabalhado em relevo com motivos florias; Braços retos com trabalho de relevo em formas geométricas. Haste de ligação entre braço e acento tem forma ondulante e também trabalhos em alto relevo; Avental largo, reto na parte superior e ondulado na parte inferior, frisos horizontais; Pernas traseiras retas e lisas até os pés. Pernas dianteiras saindo em ondulação com frisos percorrendo toda a extensão, pés terminando em forma de cachimbo com rodinhas em madeira e base das rodas em metal, apenas nos pés da frente.",Madeira | Metal | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
53,T 1611,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
54,S/N,Capa de Almofada,,Não identificado,"Capa de almofada quadrada. Branca. Em algodão e aplicações de bordado com motivos florais, dispostos formando um quadrado ao redor da capa e o meio em algodão livre de bordados. No verso abertura para encaixe da almofada, fechando com um botão em plástico na cor branca.",Algodão | Linha de Algodão,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
