,Denominação,Número de registro,Título,Classificação,Data de produção,Autor,Material/Técnica,Local de produção,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - espessura,Resumo descritivo,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
64,Moldura,REG.0257,,05 Interiores > 05.1 Acessório de Interiores,1936 | Século XX,Não identificado,Madeira > Canela,Não identificado,"22,5","19,4",,,1,"De formato retangular, em madeira escura com canelura, sem vidro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
65,Placa Comemorativa,REG.0258,,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Não identificada,Não identificado,Metal,Brasil > São Paulo,7,11,,,"0,3","De formato retangular, com moldura escovada e borda lisa chanfrada. Em campo escovado a inscrição : ""A D. EDITH DE MAGALHÃES FRAENKEL/ JUSTA E SINCERA HOMENGEM/ A UMA DAS FIGURAS MAIS BRILHANTES/ DA ENFERMAGEM NO BRASIL/ ASSOCIAÇÃO BRASILEIRA DE ENFERMAGEM/SECÇÃO DE SÃO PAULO/ 12.5.65"", sobre decoração floral. Acondicionada em estojo com forração preta.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
66,Lornhão,REG.0259,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Não identificada,Não identificado,Couro | Metal | Vidro,Brasil,"9,2","14,5",,,"0,7","Dois círculos em cristal revestido na borda em metal prateado, unidas por armação prateada decorada com motivos fitomorfos. Presa à armação, haste decorada tendo em uma das extremidades, estrutura de auxílio para dobra e na outra, elipse para cordão. Acompanha bolsa em couro, com fecho de pressão, tendo na frente a inscrição em dourado ""LUTZ, FERRANDO, CIA LTDA/ RIO - SÃO-PAULO""",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
67,Sapatilha (par),REG.0260,,12 Objetos Pessoais > 12.8 Peça de Indumentária,Julho de 1255 (inf. ficha),Não identificado,Couro | Tecido | Tinta,França,"7,0 (PAR)","8,0 (PAR)","27,0 (PAR)",,,"De formato pontiagudo, de pelica marrom com decoração floral em dourado. Forrado internamente em tecido claro e debruado em cadarço marrom. Sola de couro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
68,Colete,REG.0261,,12 Objetos Pessoais > 12.8 Peça de Indumentária,Século XIX,Não identificado,Metal | Tecido,Brasil > Rio de Janeiro,62,48,,,,"Frente em tecido preto liso, forrado em tecido branco com gola batida debruada, com três bolsos embutidos, sendo um superior e dois inferiores fechado por botões forrados em tecido escuro. Costas em tecido claro. Cinto em tecido marrom com fivela em metal.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
69,Cédula,REG.0262,"""Cinco Pesos""",03 Objetos Pecuniários,Não identificada,Não identificado,Papel | Tinta,Estados Unidos,"7,8","14,5",,,,"De formato retangular em papel. Impressão nas cores: preto, rosa, vermelho, azul, verde, laranja e branco Anverso: ao centro dentro de moldura, construções arquitetônicas à beira mar com embarcações, encimada pela inscrição: ""REPÚBLICA DEL PARAGUAY/LA NACION RECONOCE ESTE BILLETE POR"", ladeada por medalhões com o numeral ""5"" e abaixo a inscrição: ""CINCO PESOS FUERTES/QUE PAGARÁ CONFORME A LA LEY Nº 463 DE 30 DE DICIEMBRE DE 1920 Y LEY Nº 550 DE 25 DE OCTUBRE DE 1923/Nº A7011202/POR EL BANCO DE LA REPÚBLICA DEL PARAGUAY"", nos vértices o numeral ""5"" sendo nos superiores com a inscrição: ""CINCO"". Reverso: ao centro dentro de círculo, escudo de armas do Paraguai contornado pela inscrição: ""REPÚBLICA DEL PARAGUAY"", ladeado pelo número ""5"" dentro de elipse e ovais, contornado por formas irregulares.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
70,Caixa,REG.0263,,15 Embalagens/Recipientes,Não identificada,Não identificado,Papel | Tinta,Não identificado,"3,1","14,5",,,,"De formato retangular composto por tampa e base. Tampa de encaixe forrada de papel com decoração floral emoldurada, tendo ao centro círculo com a inscrição: ""PAPIER./A/LETTRES/SUPERFIN"", laterais com decoração. Base lisa revestida externamente em papel claro e fundo em papel mais escuro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
71,Guarda-chuva,REG.0264,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Século XIX,Não identificado,Madeira | Marfim | Metal | Tecido,França > Ilha de França > Paris,"86,5",3,,,"2,3","Haste em madeira com pegador em marfim e ponteira em metal. Armação articulada com varetas de metal cobertas por tecido impermeável com botão e fita para fechamento. No pegador, faixa sobre flor em metal com a inscrição: ""B.C.B.M."" e abaixo, ramo com flor em metal. Acompanha capa em tecido com ponta em metal vazado.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
72,Mecha de Cabelo,REG.0265,,16 Amostras/Fragmentos,Não identificada,Não identificado,Cabelo,Não identificado,,,"15,0 / 6,0",,,"Amarrado ao centro com linha em tom bege, duas mechas de cabelos castanhos em envelopes separados.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
73,Botina (par),REG.0266,,12 Objetos Pessoais > 12.8 Peça de Indumentária,Século XIX,Não identificado,Borracha | Couro | Metal | Tecido,Brasil > Rio de Janeiro,"16,0 (esquerda), 15,0 (direita)","8,5 (esquerda), 9,0 (direita)","28,0 (ambas)",,,"Em couro preto com ponta arredondada, cano curto, com nesga elástica e pesponto. Duas alças de cadarço marrom. Forrado internamente por tecido claro. Sola e salto de couro, pregados.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
74,Sapatilha (par),REG.0267,,12 Objetos Pessoais > 12.8 Peça de Indumentária,Século XIX,Não identificado,Couro | Metal | Tecido,Não identificado,"7,0 (PAR)",,"27,5 (PAR)",,,"De formato pontiagudo, de couro marrom com laço em tecido na parte de cima, debruado. Forrado internamente em tecido e couro claro. Sola de couro com salto pregado.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
75,Sapatilha (par),REG.0268,,12 Objetos Pessoais > 12.8 Peça de Indumentária,Não identificada,Não identificado,Couro | Linha | Tecido,Não identificado,"8,5 (PAR)","8,5 (par)","28,5 (PAR)",,,"De formato pontiagudo, de tecido preto com bordado floral em linha colorida, debruado. Forrado internamente em pelica. Sola de couro com salto.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
76,Bengala,REG.0269,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Século XIX,Não identificado,Madeira | Metal,Não identificado,,,"88,5","2,6",,"Haste de madeira cilíndrica com ponteira em metal escurecido e castão em metal dourado com o monograma: ""BC"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
77,Bacia de Toalete,REG.0270,,12 Objetos Pessoais > 12.3 Artigo de Toalete,1826 | Século XIX,Não identificado,Argila,Inglaterra,"12,1",,,38,,"De formato circular, borda ondulada, decorada por feixos intercalados de palmas e frutos.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
78,Moringa,REG.0271,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Não identificada,Não identificado,Argila | Madeira,Não identificado,"28,5",,,"14,5",,"Em forma de pêra com gargalo, em barro; tampa em madeira torneada.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
79,Cabide de Pé,REG.0272,,05 Interiores > 05.5 Peça de Mobiliário,Século XIX,Não identificado,Madeira | Verniz,Áustria,177,,,56,,Haste em madeira torneada composta por duas partes. Parte inferior com três pés unidos. Na parte superior seis peças com ponta em bolacha e três peças com lâminas torneadas.,,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
80,Travesseiro,REG.0273,,05 Interiores > 05.1 Acessório de Interiores,Século XIX,Não identificado,Fibra Vegetal | Tecido,Não identificado,,"33,5",31,,6,"De formato retangular com enchimento em fibra vegetal, forro em tecido de algodão em tom bege coberto por tecido de algodão em tom vermelho.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
81,Cômoda,REG.0274,,05 Interiores > 05.5 Peça de Mobiliário,Século XIX,Não identificado,Madeira | Metal,Não identificado,134,138,,,,"De formato retangular. Tampo terminando em friso. Duas gavetas superiores, lisas, compensadas com fechadura em metal decorado, mais abaixo duas portas emolduradas com fechadura. Interior com três prateleiras corrediças. Base lisa com frisos de dois degraus. Pés dianteiros retangulares com frisos e traseiros retangulares.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
82,Colchão,REG.0275,,05 Interiores > 05.1 Acessório de Interiores,Não identificada,Não identificado,Palha | Tecido,Não identificado,,81,175,,,"De formato retangular com enchimento em palha, forrado em tecido azul com listras brancas e decoração floral em branco.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
83,Leito de Solteiro,REG.0276,,05 Interiores > 05.5 Peça de Mobiliário,Século XIX,Não identificado,Metal | Tinta,Não identificado,"119,5",86,"193,5",,,"De formato retangular, em ferro fundido, pintado em tom dourado. Dois espaldares formados por cinco hastes tubulares com leve curvatura em ""S"", sendo o da cabeceira com decoração em volutas arrematadas por botões dentro de moldura curva, unidos por duas traves, com laterais decoradas com motivos antropofitomorfos. Pés em ponteira.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
84,Baú,REG.0277,,05 Interiores > 05.5 Peça de Mobiliário,Não identificada,Não identificado,Madeira | Metal | Tinta,Não identificado,"28,3",,"69,5",,,"De formato retangular, composto por tampa e corpo, unidos por dobradiça. Tampa convexa com alça móvel na parte central e aldrava na parte da frente. Corpo liso com encaixe para aldrava. Tudo pintado de vermelho, inclusive o interior.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
85,Cadeira,REG.0278,,05 Interiores > 05.5 Peça de Mobiliário,Século XIX,Não identificado,Madeira > Nogueira | Palhinha,Não identificado,106,"44,5",,,,"Em estrutura retilínea, espaldar com colunas torsas nas laterais terminando em bolas com pinos, trave superior e inferior com decoração floral, centro em palhinha. Assento trapezoidal em palhinha com decoração na borda, pés e trave em ""H"" torneados.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
86,Mesa-de-cabeceira,REG.0279,,05 Interiores > 05.5 Peça de Mobiliário,Não identificada,Não identificado,Mármore | Madeira > Mogno,Não identificado,"74,3","36,3",40,,,"De formato retangular com tampo quadrangular em mármore rajado. Na parte da frente, gaveta contornada por frisos retos. Porta decorada por frisos retos arredondados na parte superior; puxador torneado, pés de bola. Interior contendo uma prateleira.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
87,Arandela,REG.0280,,05 Interiores > 05.4 Objeto de Iluminação,Século XIX,Não identificado,Argila | Vidro > Cristal | Madeira | Metal,França,21,"16,5",,,,"Base em metal com decoração vazada de onde pende um braço de cristal leitoso com caneluras em forma de ""S"", tendo na extremidade bobeche de cristal em forma de flor com furos; com bocal e três hastes que sustentam manga em forma de cúpula invertida de cristal jateado com motivos florais.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
88,Medalha Comemorativa,REG.0281,,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,1867 | Século XIX,Não identificado,Resina,Não identificado,,,,"4,1","0,3","Forma: circular com rebordo; bordo liso. Anverso: ao centro efígie de figura masculina de perfil à esquerda, de barba e laureado; ladeada pela legenda: ""DOM PEDRO II IMP. DO BRAZIL"". Circundado por calendário com datas religiosas, datas dos domingos do ano, mês e dias dos equinócios., No reverso: ao centro retângulo com fases lunares do ano de 1867; acima, datas de batalhas da guerra do Paraguai encimada por datas nacionais; abaixo datas de nascimento da família imperial; à esquerda datas de eclipses solares e a direita eclipses lunares.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
89,Gomil,REG.0282,,05 Interiores > 05.1 Acessório de Interiores,1820 | Século XIX,Não identificado,Argila,Inglaterra,30,"21,5",,,,"Em porcelana branca, com base circular alargando no bojo. Boca em movimento curvilíneo com interrupções. Bojo e parte externa da boca decorada com folhas, palmas, sementes e frutos em relevo.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
90,Colagem,REG.0283,,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,Não identificada,Não identificado,Metal | Papel | Tecido | Tinta | Verniz | Vidro,Não identificado,9,14,,,"0,5","De formato retangular. Sobre lâmina de vidro leitoso, pedaços de selos postais formando paisagem com construção arquitetônica, folhagem e árvores com acabamento em verniz.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
