,Número de registro,Denominação,Autor,Material/Técnica,Local de produção,Data de produção,Classificação,Dimensões - altura,Dimensões - profundidade/comprimento,Dimensões - largura,Dimensões - espessura,Dimensões - diâmetro,Resumo descritivo,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
72,75,Cadeira,Não identificado,madeira | palinha,Minas Gerais,Séc. XIX,05 Interiores > 05.5 Peça de Mobiliário,,,,,,"Cadeira,  I, confeccionada em madeira (jacarandá mineiro), de estrutura quadrangular e assento trapezoidal  dividido em dois corpos, tendo ornamentação em marchetaria, com filetes em pau-marfim e desenho em formato de escudo elíptico ladeado por dois vértices invertidos, na parte superior. Na parte inferior do espaldar, três varetas delgadas posicionadas paralelamente. Pernas dianteiras e posteriores retilíneas e lisas. Amarração com travejamento em ""H"".","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
73,76,Cadeira,Não identificado,madeira | palinha,Minas Gerais,Séc. XIX,05 Interiores > 05.5 Peça de Mobiliário,,,,,,"Cadeira,  I, confeccionada em madeira (jacarandá mineiro), de estrutura quadrangular e assento trapezoidal  dividido em dois corpos, tendo ornamentação em marchetaria, com filetes em pau-marfim e desenho em formato de escudo elíptico ladeado por dois vértices invertidos, na parte superior. Na parte inferior do espaldar, três varetas delgadas posicionadas paralelamente. Pernas dianteiras e posteriores retilíneas e lisas. Amarração com travejamento em ""H"".","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
74,77,Relógio de parede,Ansonia Clock C° (EUA),madeira | metal | papel | vidro,Estados Unidos da América,Séc. XIX,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,,,,,,"Relógio [de parede], de médio porte, de manufatura americana (EUA), confeccionado em madeira entalhada e recortada, com máquina em metal (ferro e latão), tendo a parte frontal em vidro ornado por guarnição floral em tinta branca e fechamento através de ferrolho lateral. Objeto composto por caixa retangular e base recortada em curvas, contracurvas e estruturas denteadas, apresentando, nas laterais da parte inferior, dois ornatos  em motivos fitomorfos e ornato central em madeira mais escura. Parte interna do relógio com marcador circular, em metal prateado, contendo papel impresso com as horas representadas no alfabeto romano: ""I"", ""II"", ""III"", ""IV"", ""V"", ""VI"", ""VII"", ""VIII"", ""IX"", ""X"", ""XI"" e ""XII"", possuindo ainda eixo central redondo com duas pontas em setas direcionadas para indicação de horas (maior) e minutos (menor). Inscrições impressas com a marca do fabricante na parte central e inferior do marcador: ""Trade Mark A"" e ""Manufactured by the Ansonia Clock Cº. New York, United States of America"". Máquina em metal dourado, com pêndulo circular em metal prateado, tendo ornamentação superior em volutas e motivos fitomorfos. Logo abaixo da máquina, prolongamentos com aros delgados dispostos em espiral e estrutura circular de metal escuro com a inscrição em relevo: ""ANSONIA/ CLOCK Cº"". Apresenta chave  em funcionamento (tocando de meia em meia hora).","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
75,78,Cadeira de braços,Michael Thonet,madeira | palinha,Viena (AUT),Séc. XIX,05 Interiores > 05.5 Peça de Mobiliário,,,,,,"Cadeira de braços, , confeccionada em madeira clara (faia), com assento circular  braços em madeira vergada, encosto curvo que se alonga nas pernas traseiras, dois pés anteriores e amarração em curva fechada que une e reforça as pernas. Fixação das partes através de parafusos. Na parte interna do assento, a marca ""THONET"" (em tinta preta) e etiqueta em papel com a inscrição: ""Thonet/ ...gesetz...em Schutze gegen Nachahmung./ WIEN/ H...Lith...Grube, Wien.”","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
76,79,Cadeira,Michael Thonet,madeira | palinha,Viena (AUT),Séc. XIX,05 Interiores > 05.5 Peça de Mobiliário,,,,,,"Cadeira, , confeccionada em madeira clara (faia), com assento circular  encosto curvo que se alonga nas pernas traseiras, dois pés anteriores e amarração em curva fechada que une e reforça as pernas. Fixação das partes através de parafusos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
77,80,Cadeira,Michael Thonet,madeira | palinha,Viena (AUT),Séc. XIX,05 Interiores > 05.5 Peça de Mobiliário,,,,,,"Cadeira, , confeccionada em madeira clara (faia), com assento circular  encosto curvo que se alonga nas pernas traseiras, dois pés anteriores e amarração em curva fechada que une e reforça as pernas. Fixação das partes através de parafusos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
78,81,Canapé,Michael Thonet,madeira | palinha,Viena (AUT),Séc. XIX,05 Interiores > 05.5 Peça de Mobiliário,,,,,,"Canapé, , confeccionado em madeira clara (faia), com parte frontal do assento levemente abaulado e assento  braços em madeira vergada com terminação em volutas, encosto com hastes em curva, tendo medalhão vazado na parte central e motivos decorativos  hastes do encosto se prolongam para a composição das pernas traseiras. Amarração em formato ovalado que une e reforça as pernas, além de haste abaulada para sustentação do móvel posicionada na parte central do assento. Pernas dianteiras levemente curvas à frente com a parte superior encaixada e com ornamentação  das partes através de parafusos. ","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
79,82,Mesa,Michael Thonet,faia | madeira,Viena (AUT),Séc. XIX,05 Interiores > 05.5 Peça de Mobiliário,,,,,,"Mesa (guéridon), , confeccionada em madeira clara (faia), com tampo liso circular circundado por moldura escalonada. Superfície do tampo composta por quatro tábuas encaixadas. Na parte inferior, a amarração em círculo dá a sustentação às pernas do móvel, em madeira vergada, que se abrem em curva com terminações retas. Sobre a amarração, na parte central, destaca-se elemento decorativo cilíndrico com extremidades em bilros, tendo dois tarugos da mesma madeira em cada perna, para fixação à estrutura de sustentação. A parte interna do tampo apresenta outra estrutura circular, de diâmetro menor e amarração em ""X"", de onde saem as pernas do móvel. Fixação das partes através de parafusos. ","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
80,83,Garrafa (para servir bebidas),Fritz Mack & C°,vidro,Rio de Janeiro,Séc. XIX,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,,,,,,"Garrafa [para servir bebidas] confeccionada em vidro (translúcido e opaco), de base circular e com representação de busto de D. Pedro II. Parte superior do objeto em estrutura cilíndrica delgada com terminação  centro, em vidro translúcido, figura masculina, de perfil, com cabelos lisos na altura do pescoço, testa larga, nariz fino e barba longa. Peça com a parte inferior em vidro opaco, com representação da indumentária: casaca, faixa e gravata  com a seguinte  inscrição em relevo inserida em cartela: ""D. PEDRO II"", tendo no verso a inscrição com a marca do fabricante: ""FRITZ MACK Cº/ RIO DE JANEIRO"". ","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
81,84,Busto,[Escola Nacional de Belas Artes],gesso,Rio de Janeiro,Séc. XIX,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,,,"Busto em relevo, confeccionado em gesso, representando Teófilo Benedicto Ottoni. Figura masculina, de meia-idade,  com rosto e olhar direcionados à frente, tendo  cabelos lisos, partidos lateralmente, barba e bigode espessos, nariz grande e boca fechada. Traja paletó sobre camisa com gravata  circular escalonada.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
82,85,Escultura (perfil em relevo),Ansonia Clock C° (EUA),gesso | madeira,Rio de Janeiro,Séc. XIX,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,,,"Retrato (relevo) confeccionado em gesso apoiado sobre suporte ovalado de madeira, representando Teófilo Benedicto Ottoni. Efígie de figura masculina, de perfil, voltada à esquerda do objeto, de meia-idade, com cabelos partidos lateralmente, orelha esquerda aparente, testa curta, nariz fino, bigodes e barba ondulados, trajando camisa, paletó e gravata.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
83,86,Estampa,Não identificado,papel | tinta,Rio de Janeiro,Séc. XIX,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,,,,,"Estampa (litogravura), em preto-e-branco, representando Teófilo Benedicto Ottoni, circundada por passe-par-tout em papelão cinza e moldura de madeira com frisos em formato oval. Figura masculina, de meia-idade, em posição frontal, de cabelos curtos e lisos, partidos lateralmente, testa larga, orelha direita aparente e orelha esquerda parcialmente aparente, olhos pequenos, nariz grande, barba curta e bigodes grisalhos. Traja camisa branca, soberposta por paletó, colete (com dois botões aparentes) e gravata em tom escuro. Fundo mais claro, em tom acinzentado.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
84,87,Estampa,Não identificado,papel | tinta,Rio de Janeiro,Séc. XIX,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,,,,,"Litogravura (reprodução) em preto-e-branco, representando Christiano Ottoni, circundada por passe-par-tout em papelão cinza e moldura de madeira com frisos em formato oval. Figura masculina, de meia-idade, sentada, posicionada ligeiramente de perfil, com cabelos curtos, rosto magro, testa larga, com o olhar direcionado à frente, nariz longo, bigodes e barba semi-longa e espessa, tendo sua orelha direita aparente. Traja camisa branca, de mangas compridas, sobreposta por colete com três botões aparentes, paletó e gravata em tom escuro. Apresenta os braços flexionados, estando o braço esquerdo apoiado sobre uma mesa forrada por toalha rendada, e o braço esquerdo apoiado sobre sua perna direita. Sobre o peito, corrente com óculos pendente. Cadeira com espaldar abaulado, ornado por frisos parcialmente aparentes. Fundo claro. ","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
85,88,Luminária de mesa,Não identificado,esmalte | metal | vidro,Minas Gerais,Séc. XIX,05 Interiores > 05.4 Objeto de Iluminação,,,,,,"Luminária [de mesa] confeccionada em metal dourado (bronze) e vidro esmaltado, em tom azul, ornado por guarnição floral disposta de forma espaçada no bojo superior do objeto, com pequenas flores brancas com botões em vermelho e ramagens em verde e dourado. Parte inferior do objeto em metal dourado, ornada por motivos fitomorfos estilizados, que constituem os seis pés da base de sustentação. Em seguida à ornamentação, estrangulamento e estrutura circular com friso arrematada por bolacha no mesmo metal. Apresenta parte central em opalina azul intercalada por duas estruturas cilíndricas em metal dourado, contendo treze círculo dispostos em linha na parte central. Donzela em opalina azul na parte superior, com ornamentação floral e três frisos simples. Parte interna do objeto com bocal para encaixe da lâmpada. Sistema de fiação embutido.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
86,89,Cômoda-papeleira,Não identificado,madeira | metal,Minas Gerais,Séc. XIX,05 Interiores > 05.5 Peça de Mobiliário,,,,,,"Cômoda-papeleira, , confeccionada em madeira escura e clara (jacarandá e cabiúna), com tampo de arriar inclinado na parte superior, sustentado por duas traves de madeira (ao ser aberto). Superfície do móvel, com detalhe em friso de corte retangular. Na parte interna, dois escaninhos, seis gavetinhas (quatro menores e duas maiores) e nicho central recortado com arremate superior  parte inferior, caixa retilínea com quebras, composta por duas gavetas e três gavetões com encaixe para chave. Puxadores em metal (bronze dourado) com ornamentação de ânfora, guirlandas e medalhão oval com a efígie de soberano na parte central inferior. Apresenta chave em metal (ferro) para a fechadura do tampo. Pés recortados.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
