,Número,Coleção,Título,Procedência,Data,Ano,Material/Técnica,Objeto,Dimensões,Descrição,Autor,ACERVO,URL,TAINACAN_COLECTION_ID
68,462,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Vista externa de uma casa com varanda. Várias crianças e mulheres.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
69,463,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Vista externa. Vemos pessoas e um trem passando ao fundo. Um menino de costas no primeiro plano.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
70,464,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Crianças, homens e mulheres em posse para foto. Ao fundo árvores e uma casa.",,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
71,465,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Interior de uma sala onde vemos algumas pessoas e ao fundo um homem levantando uma garrafa.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
72,466,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Crianças e adultos na parte externa do local de comemoração. Ao centro vemos duas crianças emcima de um cavalinho de madeira.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
73,467,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Várias crianças e ao centro um homem com terno branco segurando as mãos de duas crianças.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
74,468,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",vê-se quatro homens e uma mulher ao fundo uma janela aberta.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
75,469,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Seis mulheres segurando boncas ao fundo um menino observando.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
76,470,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Vitória,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"16,9 x 23 cm","Várias mulheres, algumas seguram brinquedos. Local enfeitado com bolas. Vemos mesas com várias coisas em cima.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
77,471,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Várias crianças com brinquedos na mão. Na laterais portão de madeira aberto.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
78,472,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Várias pessoa de pé, entre elas alguma crianças. Ao fundo árvores.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
79,473,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Várias pessoas no interior de uma sala.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
80,474,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Pátio externo. Vemos quatro adultos e várias crianças com brinquedos na mãos. Ao fundo cerca de madeira.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
81,475,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Homem segurando uma árvore de natal, ladeado por mulheres e crinças.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
82,476,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Várias pessoas de pé em posse para foto. Ao centro um senhor com terno escuro.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
83,477,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Sete crianças em cima de uma caixa de madeira. Uma das meninas está sentada e um dos meninos apoia-se nos braços de uma mulher, enquanto o outro segura um cavalinho de madeira.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
84,478,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Vista de longe de alguma pessoas em posse para fotografia. Ao fundo casas e árvores.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
85,479,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Crianças com brinquedos nas mãos levantados para cima, em posse para fotografia.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
86,480,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Uma mesa com uma árvore de natal em cima, ladeada por pessoas e crianças. Ao fundo uma porta aberta.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
87,481,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Vitória,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"16,9 x 23 cm","Várias mulheres, algumas seguram brinquedos. Local enfeitado com bolas. Vemos mesas com várias coisas em cima.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
88,482,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Crianças brincando no chão com os brinquedos que ganharam.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
89,483,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Pessoas próximas a uma mesa com brinquedos.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
90,484,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Crianças brincando no chão com os brinquedos que ganharam. Vemos um homem abaixado aparecendo somente o chapéu.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
91,485,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Crianças brincando no chão com os brinquedos que ganharam.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
92,486,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Vista da estação de trem, com um trem passando e várias pessoas andando.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
93,487,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Vista da estação de trem, com um trem passando e várias pessoas andando.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
94,488,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Várias pessoas no interior de uma sala.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
95,489,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Pátio externo, com crianças com brinquedos e adultos em posse para foto.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
0,490,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Mulher distribuindo brinquedos (com uma caixa na mão).,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
1,491,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Vista da estação de trem e várias pessoas andando.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
2,492,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Vitória,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"16,9 x 23 cm","Vista externa. Vemos crianças e adultos em filas. Ao fundo casa com a frase ""natal do filho do ferroviário"" e ao lado ""Porto Velho"" (estação).",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
3,493,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Crianças brincando no chão com os brinquedos que ganharam. Ao lado de uma cerca de madeira vemos uma bicicleta.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
4,494,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Um homem com chapéu e terno branco junto com uma mulher em posse para foto. Ao fundo duas mulheres de costas saindo por um portão de madeira.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
5,495,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"8,9 x 5,5 cm",Grupo de pessoas em posse para a fotografia ao centro uma árvore de natal. Ao fundo uma casa.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
6,496,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Pessoas em volta de uma mesa (adultos e crianças).,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
7,497,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Um menino abaixado no chão próximo de uma caixa aberta em volta outras crianças de pé.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
8,498,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Grupo de pessoas em posse para a fotografia ao centro uma árvore de natal. Ao fundo uma casa.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
9,499,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Quatro meninos com uma árvore de natal, ao lado uma menina segura uma boneca.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
10,500,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Pessoas em volta de duas mesas (adultos e crianças).,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
11,501,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Grupo de crianças brincando, no lado esquerdo um homem de pé observadno.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
12,502,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Grupo de pessoas em posse para a fotografia ao centro uma árvore de natal. Ao fundo uma casa. Na frente um menino segura uma garrafa.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
13,503,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Vitória,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"16,9 x 23 cm","Várias pessoas, entre elas diversas crianças. Muito papel no chão.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
14,504,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Pessoas em volta de uma mesas com garrafas e copos (adultos e crianças).,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
15,505,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",várias pessoas uma do lado da outra para a fotografia. No canto esquerdo três crianças.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
16,506,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm","Oito crianças em cima de uma caixa de madeira. Quatro estão sentadas e quatro estão de pé, ao lado um homem de terno branco.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
17,507,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Aymorés,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"5,5 x 8,9 cm",Interior de uma sala com várias pessoas. Ao centro um homem com os braços abertos.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
