,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões,Material/Técnica,Data de produção,Local de produção,Estado de conservação,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
1,2003.16.141,Fotografia,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
2,2003.16.149,Fotografia,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
3,2003.16.150,Fotografia,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
4,1982.16.023,Fotografia,"Noêmia, mãe de Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “Aos queridos irmãos Minda e Tuhú. Uma lembrança expressiva da saudade infinita. Da irmã amiga mui grata, Bilita. 20-VII-955. Rio”.",,Fotografia em preto e branco; papel,20/07/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
5,1991.16.002,Fotografia,"Villa-Lobos e Ary Barroso ao receberem, do Governo Federal, a Ordem do Mérito, Villa-Lobos no grau de Comendador, e Ary Barroso no grau de Oficial",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,07/09/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
6,1977.16.148,Fotografia,Homenagem a Villa-Lobos e Arminda na residência da pianista Felicja Blumental,Não identificado,10 Comunicação > 10.1 Documento,"Da dir. para esq., de pé: Rodrigo Octavio Filho (1º), Eurico Nogueira França (4º), José Vieira Brandão (6º), irmã de Arminda (10º), Helena Lorenzo Fernandez (18ª). Sentados: Julieta Strutt (irmã de Arminda) (1ª), Villa-Lobos (2º), Arminda (3ª), Felicja Blumental Mizne, (6ª), Cristina Maristany (7ª) Annette Celine Mizne (filha de Felicja) (8ª). Atrás de Arminda, de óculos, Fructuoso Viana. À frente, sentado no chão, Marcus Mizne (marido de Felicja) .Manuscrito no verso: “Homenagem ao Maestro Villa-Lobos e Senhora na residência da pianista Felicja Blumental. Rio, Copacabana, 24 de novembro 1955”.",,Fotografia em preto e branco; papel,24/11/1955,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
7,1977.16.275,Fotografia,"Villa-Lobos abraçado por Rodrigo Octavio Filho após um discurso-saudação, por ocasião da homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,24/11/1955,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
8,2003.16.081,Fotografia,"Villa-Lobos, Markus Mizne (à esquerda) e sua esposa a pianista Felicja Blumental entre não identificados por ocasião de homenagem a Villa-Lobos e Arminda na residência da pianista, em Copacabana",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,24/11/1955,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
9,2003.16.133,Fotografia,"Villa-Lobos e a pianista Felicja Blumental Mizne, seu marido Markus Mizne (de perfil) e não identificado, por ocasião de homenagem a Villa-Lobos e Arminda na residência da pianista, em Copacabana",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,24/11/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
10,2003.16.137,Fotografia,"Da dir. para esq., sentados: Rodrigo Octavio Filho, [Álvaro Moreira] e Villa-Lobos; de pé: Felicja Blumental, Cristina Maristany, Julieta Strutt (irmã de Arminda) e [Oscar Adler], por ocasião da homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,24/11/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
11,2003.16.143,Fotografia,"Villa-Lobos abraçado por Rodrigo Octavio Filho após um discurso-saudação, por ocasião da homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental. À direita, Markus Mizne, Fructuoso Viana (de perfil) e Felicja Blumental e, sentado ao fundo à esq. José Vieira Brandão (batento palmas)",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,24/11/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
12,2003.16.145,Fotografia,"Da dir. para esq. de pé: Markus Mizne, Villa-Lobos, Felicja Blumental, Rodrigo Octavio Filho, Arminda, Fructuoso Viana; sentadas: Alda Caminha e [Sula Jaffe], por ocasião da homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,24/11/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
13,2003.16.146,Fotografia,"Da dir. para esq., sentados: Rodrigo Octavio Filho, [Álvaro Moreira] e Villa-Lobos; de pé: Felicja Blumental, Cristina Maristany, Julieta Strutt (irmã de Arminda) e [Oscar Adler], por ocasião da homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental",Não identificado,10 Comunicação > 10.1 Documento,"Manuscrito no verso: “24 November 1955. Rio de Janeiro. Casa nossa Figueiredo Magalhaes 26. Villa-Lobos, Alvaro Moreira, Oscar Rodrigues, Felicja Blumental, Oscar Adler, Chistina Maristany”.",,Fotografia em preto e branco; papel,24/11/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
14,2003.16.147,Fotografia,"Homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental",Não identificado,10 Comunicação > 10.1 Documento,"Informação em folha anexa: “Villa-Lobos, Mindinha, Helena Lorenzo Fernandez, Márcia (?) Viggiane, Alda Caminha, Ivy Improta, Julieta Strutt, Alcina Navarro, Alvaro Moreira, Oscar Adler, Mauricio...(?), Leonide Massine, Iberê Gomes Grosso, C.P. Brandão, Sula Jaffé, C.L. Leitão, Eurico Nogueira França, José Vieira Brandão, Felicja Blumental, Chistina Maristany, Annette Celine, Arnaldo Rabello”.",,Fotografia em preto e branco; papel,24/11/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
15,1983.16.049,Fotografia,"Almoço oferecido pela Pan American Society em homenagem ao presidente brasileiro eleito, Juscelino Kubitschek, no Hotel Waldorf Astoria",Não identificado,10 Comunicação > 10.1 Documento,"Villa-Lobos entre o cônsul Marcos Romero (à esquerda), a cônsul-geral do Brasil em Nova York Dora Vasconcellos e Nansen Rosa, delegado do tesouro brasileiro em Nova York (à direita)",,Fotografia em preto e branco; papel,09/01/1956,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
16,1977.16.280,Fotografia,"Hermenegilda Neves d’Almeida e Julieta Strutt, mãe e imã de Arminda",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,03/02/1956,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
17,1977.16.281,Fotografia,"Hermenegilda Neves d’Almeida, mãe de Arminda",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,03/02/1956,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
18,1977.16.282,Fotografia,"Hermenegilda, Arailda e Adelina, mãe e tias de Arminda",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,03/02/1956,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
19,1977.16.276,Fotografia,"Villa-Lobos, o compositor Walter Burle Marx e Arminda",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1956,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
20,1977.16.277,Fotografia,Villa-Lobos e o compositor Walter Burle Marx,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1956,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
21,1980.16.174,Fotografia,Villa-Lobos e Frank La Briola. Essex House,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,08/03/1956,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
22,1980.16.178,Fotografia,Villa-Lobos e Frank La Briola. Essex House,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória: “Para o prezado amigo Frank R La Briola, uma recordação do inesquecível Villa-Lobos. A sempre Mindinha do Villa-Lobos”. ",,Fotografia em preto e branco; papel,08/03/1956,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
23,1977.16.163,Fotografia,Villa-Lobos com Frank R. La Briola. Essex House,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,11/03/1956,EUA > Nova York,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
24,1982.16.030,Fotografia,Villa-Lobos fumando charuto,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “Mindinha querida, como estás vendo continuo teu eterno “cliente” e namorado manhoso. Teu benzinho. Paris, 14/4/56”.",,Fotografia em preto e branco; papel,14/04/1956,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
25,1981.16.001,Fotografia,"Villa-Lobos, Arminda e o coreografo e bailarino José Limón durante ensaio geral do bailado “The Emperor Jones”",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Junho de 1956,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
26,1977.16.159,Fotografia,"Villa-Lobos entre Arminda e Felicja Blumental e, de pé Annette Celine, filha de Felicja",Não identificado,10 Comunicação > 10.1 Documento,"No verso, manuscrito “Paris, 3/6/1956. aniverssaire d´Annette Cèline Mizne”",,Fotografia em preto e branco; papel,03/02/1956,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
27,1982.16.226,Fotografia,"Arminda, a pianista Felicja Blumental, Villa-Lobos e Annette Celine, filha da pianista",Não identificado,10 Comunicação > 10.1 Documento,"No verso, manuscrito “Paris, 3/6/1956 aniversaire d’Annette”.",,Fotografia em preto e branco; papel,03/06/1956,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
28,1982.16.227,Fotografia,"A pianista Felicja Blumental, de pé, não identificada, Arminda, Villa-Lobos e Annette Celine, filha da pianista",Não identificado,10 Comunicação > 10.1 Documento,"No verso, manuscrito “Paris, 3/6/1956 aniversaire d’Annette”.",,Fotografia em preto e branco; papel,03/06/1956,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
29,1982.16.251,Fotografia,"Villa-Lobos entre Arminda, a pianista Felicja Blumental e sua filha Annette Celine (de pé)",Não identificado,10 Comunicação > 10.1 Documento,"No verso, manuscrito “Paris, 3/6/1956 aniversaire d’Annette”.",,Fotografia em preto e branco; papel,03/06/1956,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
30,1977.16.156,Fotografia,"Villa-Lobos e Arminda. Estreia mundial de “The Emperor Jones”, no Empire State Music Festival",Não identificado,10 Comunicação > 10.1 Documento,"A data informada no verso da foto “Coleção Marcos Romero. Estreia de “Emperor Jones”. Ellenville, N. Y. june 1956” está equivocada, a estreia foi em julho.",,Fotografia em preto e branco; papel,12/06/1956,EUA > Nova York,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
31,1977.16.157,Fotografia,"Villa-Lobos. Estreia mundial de “The Emperor Jones”, no Empire State Music Festival",Não identificado,10 Comunicação > 10.1 Documento,"A data informada no verso da foto “Coleção Marcos Romero. Estreia de “Emperor Jones”. Ellenville, N. Y. june 1956” está equivocada, a estreia foi em julho.",,Fotografia em preto e branco; papel,12/06/1956,EUA > Nova York,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
32,1977.16.158,Fotografia,"Villa-Lobos, Arminda e o compositor Walter Burle Marx. Estreia mundial de “The Emperor Jones”, no Empire State Music Festival",Não identificado,10 Comunicação > 10.1 Documento,"A data informada no verso da foto “Em 12-6-1956, no intervalo do concerto com a Orquestra Symphony of the Air, por ocasião da primeira audição mundial do bailado “Emperor Jones”. Junto o maestro Burle Marx. New York” está equivocada, a estreia foi em julho.",,Fotografia em preto e branco; papel,12/06/1956,EUA > Nova York,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
33,1977.16.151,Fotografia,Villa-Lobos na sede da Unesco,Não identificado,10 Comunicação > 10.1 Documento,"Datilografado no verso “14.056 - Maison de l´Unesco, Paris. 15 juin 1956 - Visite de M. VillaLobos à l´Unesco. Le célèbre compositeur brésilien est pour l´Unesco.PHOTO UNESco - M. Weissmann”.",,Fotografia em preto e branco; papel,15/06/1956,França > Paris,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
