,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
14,157,Escultura religiosa,Rei Mago,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de tez negra, em posição frontal, com a cabeça virada à direita, de olhos abaixados; cabelos encaracolados e curtos. Braços à frente, com as mãos segurando uma caixa. Vestido de túnica, murça em pele de animal e capa.","8,5"," 4,0 ","2,5",,,entalhe | pedra talco,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
15,156,Figura humana,Figura feminina,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura de mulher em perfil, inacabada.","14,0"," 6,0 ","2,0",,,entalhe | pedra,Brasil > Minas Gerais,Século XX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
16,155,Crucifixo pingente,,Não identificado,12 Objetos Pessoais > 12.7 Objeto de Devoção Pessoal,"Cruz chapeada, contornada por friso cordão, com título superior retangular, com a inscrição “INRI”, terminado em argola. Imagem de Cristo em posição frontal, com os braços em Y, pregado por três cravos; pernas com o pé direito sobre o esquerdo. Vestido de perizônio.","7,0"," 5,8 ",,,,cinzelado | fundição | metal,Brasil,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
17,153,Cruz (com Pomba do Divino),,Não identificado,12 Objetos Pessoais > 12.7 Objeto de Devoção Pessoal,"Cruz em madeira, simples, com pomba dourada ao centro.","3,5"," 2,5 ",,,,madeira | metal | recorte,Brasil > Minas Gerais,[Século XIX/XX?],museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
18,152,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho cônico, de borda ondulada, com decoração central de estrias e flores; recorte inferior em curvas, com orifício. Parte posterior, por onde se aspira o fumo, de forma cilíndrica com mesma decoração.","5,0","5,0 ",,"3,2",,barro | modelagem | queima,Brasil > Minas Gerais,1754 | Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
19,151,Imagem de santo,Cabeça de santo,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Cabeça de figura masculina, inclinada para trás, de rosto elíptico, com olhos direcionados ao alto; cabelos curtos, em estrias longas e retas, contornando as orelhas; olhos amendoados, em escavado raso no interior, pintado; nariz reto; boca de lábios recortados, fechados, pintados de vermelho; sobrancelhas pintadas; orelhas com os ouvidos escavados; pescoço reto.","15,5"," 12,5 ","16,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
20,150,Coroa (de reisado),,Não identificado,08 Insígnias,Coroa circular com pintura em motivos fitomorfos e resquícios de douramento; tinha a parte superior.,"7,5",,,"18,0",,costura | couro | douramento | ouro | policromia | recorte | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
21,149,Luminária,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Lampadário incompleto, com o bojo composto de cinco partes encaixadas em uma haste fina e comprida, terminada em alça superior. Parte inferior do bojo mais grossa, com três bicos.","49,5",,,"10,0",,bronze | fundição | prensa,Brasil | Europa,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
22,148,Peanha,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Peanha de formato cônico, pintada de lilás, com as bordas salientes em friso torcido; faces em relevos geométricos, com flor de quatro pétalas, pintada de branco, na frente.","20,0"," 29,0 ","17,0",,,entalhe | madeira | polocromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
23,147,Estandarte de procissão,,Não identificado,08 Insígnias,"Estandarte recortado em forma de flor, com pintura nas duas faces: de um lado, um ramo com três rosas vermelhas, sobre fundo azul, com contorno vermelho; do outro, um desenho de recipiente para Santos Óleos, acompanhando da inscrição “UNCAM”, sobre fundo branco, com contorno em azul. Pequeno ressalto para se prender ao cabo.","29,0"," 17,5 ","0,8",,,madeira | pintura | recorte | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
24,146,Imagem de menino Jesus,Menino Jesus,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura de menino nu, em posição frontal, de pé, com a cabeça erguida, e olhos direcionados à frente; cabelos curtos, em mechas grossas, contornando as orelhas. Braços flexionados à frente, com as mãos abertas (a direita de abençoar); sexo esculpido. Pernas retas e pés paralelos.","32,0","11,0 ","10,5",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
25,145,Roda de fiar,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Roca com três pés de seção quadrada, em cavalete, onde se prende um pedal em um “L”. Corpo retangular plano, possuindo em um extremo duas hastes verticais que sustentam uma roda cheia, de circunferência frisada; roda com eixo de ferro, terminado em gancho onde se prende o rabicho, ligado ao pedal preso aos pés. No lado oposto do corpo se encontra preso uma estrutura quadrada, em torneados, em cujo meio trabalha um fuso em forma de “U”, com eixo provido de carretéis onde se enrola o fio.","72,0"," 68,0 ","31,0",,,fundição | madeira | recorte | torneado ferro,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
26,144,Cardo,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Peça composta por duas pás retangulares, com cabos semi-cilíndricos, com as partes internas revestidas por fios metálicos.","23,0"," 25,0 ","5,0",,,madeira | metal | recorte,Estados Unidos,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
27,143,Relógio,,Não identificado,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Caixa de seção quadrangular, com a base mais larga, emoldurada; centro com as faces em moldura reentrante, com porta frontal de dobradiças e fechos em metal. Arremate em cimalha larga, de frisos escalonados. Parte superior mais larga, arrematada por moldura, com portas laterais de recortes circulares e frente envidraçada, deixando à vista o mostrador do relógio. Este em metal prateado, com a numeração gravada em números romanos, de I a XII, e ponteiro (das horas) de recortes curvos. Cercadura em metal amarelo, com relevo de concheados e círculo superior.","269,0",43.5,"32,0",,,fundição | madeira | prensa | recorte metal,[Inglaterra?] | Brasil > [Minas Gerais?],1809 | Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
28,142,Cadeira,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Cadeira de encosto vazado, ligeiramente reclinado para trás, com o cachaço e a tabela lisos. Braços curvos, terminados em volutas. Assento trapezoidal, revestido por palhinha. Pernas dianteiras de seção quadrangular, retas e despontadas. Pernas traseiras de seção quadrangular, levemente recurvadas para fora. Amarração em traves retas, desencontradas.","83,5"," 55,0 ","48,0",,,madeira | marcenaria | palhinha,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
29,141,Cadeira,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Cadeira de encosto vazado, ligeiramente reclinado para trás, com o cachaço em recortes curvos e a tabela lisa. Braços curvos, terminado em uma volta circular. Assento trapezoidal, revestido por palhinha. Pernas dianteiras sinuosas. Pernas traseiras de seção quadrangular, levemente recurvadas para fora. Amarração em duas traves retas pelas laterais.","93,0"," 51,5 ","59,0",,,madeira | marcenaria | palhinha,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
30,140,Castiçal,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Castiçal de base circular, frisada. Coluna torneada, com estrangulamento no terço inferior e três frisos com nó superiores. Arandela circular, frisada. Bocal cilíndrico, frisado.","46,0",,,"12,5",,madeira | torneado,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
31,139,Espelho,,Não identificado,05 Interiores > 05.1 Acessório de Interiores,"Espelho com moldura formada por quatro “cês” divergentes, com interior em gomos. Cercadura com mais “cês”, com guirlanda de flores pelas laterais e acantos na parte inferior.","58,0"," 33,0 ","3,5",,,entalhe | madeira,Portugal,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
32,138,Castiçal,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Castiçal de base circular, frisada. Coluna torneada, com estrangulamento no terço inferior e três frisos com nó superiores. Arandela circular, frisada. Bocal cilíndrico, frisado.","47,5",,,"12,5",,madeira | torneado,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
33,137,Espelho,,Não identificado,05 Interiores > 05.1 Acessório de Interiores,"Espelho com moldura formada por quatro “cês” divergentes, com interior em gomos. Cercadura com mais “cês”, com guirlanda de flores pelas laterais e acantos na parte inferior.","52,0"," 33,0 ","3,5",,,entalhe | madeira,Portugal,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
34,136,Pintura religiosa,Nossa Senhora do Rosário,Não identificado,02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Madeira retangular com a parte superior curva, com pintura representando Nossa Senhora carregando o Menino Jesus nu; está de pé sobre uma base atributiva em nuvens, de posição frontal, com a cabeça, coroada, virada para a direita; leva na mão direita um rosário. Veste túnica branca e manto azul de forro vermelho. Ladeando a base, aparecem duas figuras de homens, um negro, à esquerda, e outro branco, à direita; ambos de joelhos, segurando um círio acesso; e trajando uma opa branca, sobre camisa vermelha e calção azul. Campo da pintura em fundo branco, delimitado por faixas vermelha e azul (por fora).","30,5"," 23,0 ","2,0",,,madeira | policromia | recorte | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
35,135,Roda de fiar,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Roca com três pés torneados. Corpo trapezoidal inclinado, possuindo no extremo mais baixo duas hastes torneadas diagonais que sustentam uma roda de circunferência frisada e raios em cruzeta; roda com eixo de ferro, terminado em gancho onde se prende o rabicho, que deveria se ligar a um pedal preso aos pés. No extremo mais alto do corpo se encontra preso uma estrutura quadrada, em torneados, em cujo meio trabalha um fuso em forma de “U”, com eixo provido de carretéis onde se enrola o fio e pino com cordão para travar.","78,0"," 81,0 ","44,0",,,fundição | madeira | recorte | torneado ferro,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
36,134,Castiçal,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Castiçal de base trifacetada, com pés em enrolamentos; faces marmorizadas de azul, em molduras curvas de interior dourado, com 3 lingüetas; arestas em “esse” dourado, com acantos e volutas; parte superior em moldura dourada. Coluna torneada, marmorizada de azul, com nós, frisos e estrangulamentos em dourado. Arandela cônica, marmorizada de azul, com friso e borda em dourado. Bocal em forma de uma taça dourada.","64,0"," 21,5 ","14,0",,,douramento | entalhe | madeira | ouro | policromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
37,133,Imagem de santo,Santa Rita de Cássia,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, de pé, em posição frontal. Cabeça erguida, com o olhar direcionado à frente. Braços flexionados, com as mãos abertas sobre o peito. Vestida com túnica azul, cingida por cinturão, com escapulário duplo; manto escuro, caído até a cintura, cobrindo também a cabeça e parte dos braços; cabeça envolvida por uma coifa. Aparece a frente do pé direito. Base elíptica, com denticulados na borda e recortes em triângulos por trás.","56,0"," 14,0 ","16,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
