,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - peso,Dimensões - largura,Dimensões - espessura,Material/Técnica,Local de produção,Data de produção,Condições de reprodução,Mídias relacionadas,ACERVO,URL,TAINACAN_COLECTION_ID
42,2016.245,Máscara (facial),Máscara (facial),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,"58,1",,24,"31,5",conchas | madeira | metal | tecido,Costa do Marfim | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
43,2016.246,Figura humana (escultura),Figura Feminina de Maternidade,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,"40,5",,14,15,madeira,Niger,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
44,2016.247,Figura humana (escultura),Figura Feminina com recipiente,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,71,,"21,5","23,3",madeira | tinta,Niger,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
45,2016.249,Escultura,Guardião de relicário (Mubulu Ngulu),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira | metal,República Gabonesa,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
46,2016.25,Escultura,Guardião de relicário (Mubulu Ngulu),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,62,,27,9,madeira | metal,República Gabonesa,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
47,2016.251,Máscara (animal),Máscara Zoomórfica,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,55,,"23,3","11,3",madeira,,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
48,2016.252,Máscara (animal) (facial),Máscara (facial) de carneiro - Ekuk (ou Bata),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira policromada,República Democrática do Congo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
49,2016.253,Máscara (facial),Máscara (facial),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,60,,26,22,,Costa do Marfim | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
50,2016.255,Máscara (facial),Máscara (facial),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira | metal,Mali,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
51,2016.258,Máscara de topo de cabeça,Lagalagana (figura masculina),Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,112,,23,14,madeira,Niger,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
52,2016.259,Máscara de topo de cabeça,Lagalagana (figura masculina),Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,112,,24,"22,5",madeira,Niger,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
53,2016.26,Escultura,Figura de Pedra,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,11,,"22,5",39,pedra,Serra Leoa,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
54,2016.262,Conjunto escultórico,Figura de Poder,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,85,,33,30,madeira,Angola,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
55,2016.263,Conjunto escultórico,Figura Feminina,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,80,,35,28,couro | madeira,Gabão,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
56,2016.264,Cabeça,Stone Head - Cabeça de Pedra,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,"16,5",,12,21,pedra,Serra Leoa,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
57,2016.265,Máscara (facial),Máscara (facial) Kpelie (ou Gpelhie),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,51,,27,18,madeira,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
58,2016.267,Figura animal (escultura),Figura de animal - Hipopótamo,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,"21,5",,19,48,madeira,Zimbábue,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
59,2016.268,Figura humana (escultura),Figura Feminina de Maternidade,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,65,,29,"25,5",madeira,Guiné | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
60,2016.269,Escultura,Máscara Angbai,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira,Guiné | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
61,2016.27,Máscara (facial),Máscara (facial),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,49,,27,"15,3",búzios | madeira | metal | tecido,Guiné | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
62,2016.271,Figura humana (escultura),Figura Masculina,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,58,,22,11,madeira,Guiné | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
63,2016.273,Máscara (facial),Máscara (facial),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,,Guiné | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
64,2016.274,Conjunto escultórico,Figura Feminina de Maternidade,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,38,,12,"18,5",pedra,Guiné | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
65,2016.276,Manillas (moeda),Manillas,Sem Autor,,,,,,,metal,Inglaterra,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
66,2016.277,Pintura,Vênus de Abdulla,Ramon Martins,02 Artes Visuais/Cinematográfica,,,,,,,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
67,2019.285,Estampa,Maria Martins,Eduardo Sanches Iglesias,02 Artes Visuais/Cinematográfica,"Gravura; cor de fundo em tom branco, figura feminina de vestes brancas, segurando um vaso com flores rosas na cabeça; céu em vários tons de azuis. A obra possui moldura.",90.5,,71,2,,Brasil > São Paulo,,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
68,2019.283,Estampa,Gente Humilde,Chico Rabelo,02 Artes Visuais/Cinematográfica,"Gravura; duo cromática; Cor preta com detalhes brancos, crianças posicionadas no centro inferior da tela, a mão esquerda segurando uma vara no ombro, um balde em casa extremidade: um preto e outro branco; short branco; gramado ao redor; uma casa logo atrás, porta com janela, figura feminina observando da porta; cerca branca ao lado esquerdo catavento em cima do telhado.",20.6,,11.7,,,Brasil > Fortaleza > Ceará,2010,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
69,2019.284,Estampa,Mercador,Eduardo Sanches Iglesias,02 Artes Visuais/Cinematográfica,"Gravura, figura masculina de cor preta no centro, vestindo calça branca, segurando uma tigela acima da cabeça, flores rosas saindo da tigela, preenchendo a parte superior da tela, tons pretos na região central, tons bege na região inferior. ",69,,49,,,Brasil > São Paulo,1980,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
70,2019.291,Pintura,Sem título,Fé Córdula,02 Artes Visuais/Cinematográfica,"Tela policromada; figura feminina estilizada no centro da tela; vestes brancas, segurando um pássaro verde na mão; auréola ao redor da cabeça, duas árvores no canto direito e esquerdo da tela; pontos coloridos nas extremidades dos galhos. A obra possui moldura. ",62.5,,52.5,3,,,1987,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
71,2019.287,Pintura,Sem título,José Sabóia do Nascimento,02 Artes Visuais/Cinematográfica,Tela policromada; duas figuras masculinas estilizadas; de vestes e chapéis branco; formas ovais ao redor na cor verde; fundo da tela na cor amarela. A obra possui moldura.,58,,68,3,,Brasil > Bahia > Salvador,,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
72,2019.289,Pintura,Sem título,José Sabóia do Nascimento,02 Artes Visuais/Cinematográfica,"Tela de pintura policromada, nas cores azul e amarelo, na região superior e inferior respectivamente, desenho de uma mulher deitada de costas; vestes brancas; usa chapéu; assinatura no canto médio direito.",91.8,,73,,,Brasil > Bahia > Salvador,,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
73,2019.286,Pintura,Sem título,José Sabóia do Nascimento,02 Artes Visuais/Cinematográfica,"Tela policromada; cor de fundo em tom azul, cinco figuras masculinas, chapéis e vestes brancas segurando objeto de cor escura na mão, espécie de gramado verde cobrindo metade da tela, formas ovais em tom verde acima das figuras masculinas. A obra possui moldura.",100,,80,5,,Brasil > Bahia > Salvador,,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
74,2019.288,Pintura,Sem título,José Sabóia do Nascimento,02 Artes Visuais/Cinematográfica,"Tela policromática; seis figuras masculinas estilizadas, vestes brancas, suspendendo ""varas"" que remetem bandeiras rubro-negras. A obra possui molduras. ",68,,58,3,,Brasil > Bahia > Salvador,,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
75,2019.281,Pintura,Abraham discutindo,Bernard Bouts,02 Artes Visuais/Cinematográfica,,175.5,,127.5,4.5,madeira,França,26/04/2019,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
76,2019.28,Pintura,Peixes,Bernard Bouts,02 Artes Visuais/Cinematográfica,,171.5,,123.5,3.5,madeira,França,,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
77,2019.279,Pintura,Espírito,Bernard Bouts,02 Artes Visuais/Cinematográfica,,175.5,,127.5,4.5,madeira,França,,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
78,2019.29,Pintura,Sem título,José Sabóia do Nascimento,02 Artes Visuais/Cinematográfica,,96,,136,3.5,,Brasil > Bahia > Salvador,,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
79,2018.278,Escultura,Ogum,,02 Artes Visuais/Cinematográfica,,,,,,,,,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
80,2020.292,Escultura,Exu feminino,,02 Artes Visuais/Cinematográfica,"A obra se encontra em estado de conservação bom. Sinais de desgaste e corrosao, já estabilizados na peça.",14.5,,9.5,3.1,ferro,,,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
81,2020.293,Escultura,Exu masculino,,02 Artes Visuais/Cinematográfica,"A obra se encontra em estado de conservação bom. Sinais de desgaste e corrosao, já estabilizados na peça.",14.5,,9.5,3.1,ferro,,,,,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
82,2016.275,Máscara (facial),Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
83,2016.272,Máscara (capacete),Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,"41,5",,"24,5",37,madeira | metal,Guiné | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
84,2016.266,Adorno de cabeça,Máscara (animal),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
85,2016.261,Máscara (facial),Máscara cerimonial,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira | tecido,Angola | República Democrática do Congo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
86,2016.257,Máscara (de topo de cabeça),Máscara (capacete) nddoli jowei,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira,República da Guiné | Serra Leoa,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
87,2016.256,Máscara (facial),Máscara cerimonial shongwe mahongwe,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,35,,"17,1","13,5",madeira,Gabão,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
88,2016.254,Máscara (facial),Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,fibra vegetal | madeira | metal | tecido,Guiné | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
89,2016.248,Máscara (de topo de cabeça),Máscara (de topo de cabeça) Gueledé,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira,Niger,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
90,2016.244,Máscara (facial),Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,"49,1",,"27,6","21,6",madeira | ossos | tecido,Costa do Marfim | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
91,2016.243,Máscara (facial),Máscara (facial) - Bugle Mask,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,29,,30,"16,5",,Costa do Marfim | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
92,2016.241,Máscara (facial),Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira policromada,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
93,2016.239,Máscara (facial),Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira policromada,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
94,2016.238,Máscara (facial),Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira policromada,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
95,2016.234,Máscara (facial),Máscara (facial) Satimbe,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,"79,2",,20,17,madeira policromada,Burkina Faso | Mali,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
0,2016.233,Máscara (facial),Máscara (facial) Satimbe,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,86,,"20,5","12,5",madeira,Burkina Faso | Mali,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
1,2016.226,Máscara (animal) (facial),Máscara (facial) de pássaro,Sem Autor,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,,38,,19,10,chifre | ferro | madeira | pedras | pelo de animal,Costa do Marfim | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
2,2016.225,Máscara (facial),Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,"35,5",,"18,5",14,fibras | madeira | metal | miçangas,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
3,2016.22,Máscara (facial),Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,"30,6",,20,"13,1",búzios | madeira | tecido,Costa do Marfim | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
4,2016.219,Escultura,Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,60,,32,"26,5",búzios | madeira | tecido,República Democrática do Congo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
5,2016.218,Máscara (facial),Máscara (?),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira policromada,Burkina Faso,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
6,2016.215,Máscara (animal) (capacete),Máscara de capacete de Touro,Sem Autor,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,,36,,33,"22,2",chifre | madeira | pedras | pelo de animal,Guiné Bissau,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
7,2016.21,Máscara (facial),Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,"55,3",,"26,5",14,madeira policromada,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
8,2016.209,Máscara (facial),Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
9,2016.208,Máscara,Máscara,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
