,Resumo descritivo,Denominação,Número de registro,Classificação,Título,Local de produção,Data de produção,Material/Técnica,Estado de conservação,Dimensões - diâmetro,Dimensões - peso,ACERVO,URL,TAINACAN_COLECTION_ID
27,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo,. M. e 1730 com ponto à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182657,03 Objetos Pecuniários,800 réis,Minas Gerais,1730,Ouro,Bom,"15,5","1,42",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
28,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra. M. e o ano 1730 com ponto à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182658,03 Objetos Pecuniários,800 réis,Minas Gerais,1730,Ouro,Bom,"15,8","1,47",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
29,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra. M. e. 1731. . Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182659,03 Objetos Pecuniários,800 réis,Minas Gerais,1731,Ouro,Bom,"16,8","1,75",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
30,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra. M. e. 1732. . Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182660,03 Objetos Pecuniários,800 réis,Minas Gerais,1732,Ouro,Bom,"16,8","1,79",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
31,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra. M. e. 1732. . Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182661,03 Objetos Pecuniários,800 réis,Minas Gerais,1732,Ouro,Bom,"15,9","1,57",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
32,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra. M. e. 1733. . Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182662,03 Objetos Pecuniários,800 réis,Minas Gerais,1733,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
33,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a M. e. 1734. . Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182663,03 Objetos Pecuniários,800 réis,Minas Gerais,1734,Ouro,Bom,"16,9","1,76",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
34,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, M. e o ano de 1734. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182664,03 Objetos Pecuniários,800 réis,Minas Gerais,1734,Ouro,Bom,"16,95","1,75",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
35,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo,. M. e. 1734. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182665,03 Objetos Pecuniários,800 réis,Minas Gerais,1734,Ouro,Bom,"17,07","1,75",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
36,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo,. M. e o ano de 1733. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182666,03 Objetos Pecuniários,800 réis,Minas Gerais,1733,Ouro,Bom,"15,94","1,53",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
37,"Anverso: busto de D. João V sobre letra monetária M entre dois pontos. Reverso: coroa real sobre o ano de. 1730. , legenda IOAN. V. DP. REX na orla metade inferior .",Moeda,182667,03 Objetos Pecuniários,400 réis,Minas Gerais,1730,Ouro,Bom,"13,51","0,86",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
38,"Anverso: busto de D. João V sobre letra monetária M entre dois pontos. Reverso: coroa real sobre o ano de. 1732. , legenda IOAN. V. DP. REX na orla metade inferior .",Moeda,182668,03 Objetos Pecuniários,400 réis,Minas Gerais,1732,Ouro,Bom,"13,31","0,89",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
39,"Anverso: busto de D. João V sobre letra monetária M entre dois pontos. Reverso: coroa real sobre o ano de. 1733. , legenda IOAN. V. DP. REX na orla, metade inferior .",Moeda,182669,03 Objetos Pecuniários,400 réis,Minas Gerais,1733,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
40,"Anverso: busto de D. João V sobre letra monetária M entre dois pontos. Reverso: coroa real sobre o ano de 1733, legenda IOAN. V. DP. REX na orla metade inferior .",Moeda,182670,03 Objetos Pecuniários,400 réis,Minas Gerais,1733,Ouro,Bom,"13,67","0,91",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
41,"Anverso: busto de D. João V sobre letra monetária M entre dois pontos. Reverso: coroa real sobre o ano de. 1734. , legenda IOAN. V. D. P. REX na orla metade inferior .",Moeda,182671,03 Objetos Pecuniários,400 réis,Minas Gerais,1734,Ouro,Bom,"12,7","0,78",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
42,"Anverso: busto de D. João V sobre letra monetária M entre dois pontos. Reverso: coroa real sobre o ano de. 1734. , legenda IOAN. V. D. P. REX na orla metade inferior .",Moeda,182672,03 Objetos Pecuniários,400 réis,Minas Gerais,1734,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
43,"Anverso: busto de D. João V sobre letra monetária M entre dois pontos. Reverso: coroa real sobre o ano de 1733, legenda IOAN. V. DP. REX na orla metade inferior .",Moeda,182673,03 Objetos Pecuniários,400 réis,Minas Gerais,1734,Ouro,Bom,"13,51","0,84",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
44,"Anverso: busto de D. João V sobre letra monetária M entre dois pontos. Reverso: coroa real sobre o ano de 1733, legenda IOAN. V. DP. REX na orla metade inferior .",Moeda,182674,03 Objetos Pecuniários,400 réis,Minas Gerais,1734,Ouro,Bom,"13,62","0,84",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
45,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1751. legenda: JOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182675,03 Objetos Pecuniários,3200 réis,Lisboa,1751,Ouro,Bom,"24,83","7,13",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
46,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1751. legenda: JOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182676,03 Objetos Pecuniários,3200 réis,Lisboa,1751,Ouro,Bom,"24,95","7,12",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
47,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1768. legenda: JOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182677,03 Objetos Pecuniários,3200 réis,Lisboa,1768,Ouro,Bom,"25,3","7,03",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
48,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1751. legenda: JOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182678,03 Objetos Pecuniários,"1,600 réis",Lisboa,1751,Ouro,Bom,"20,42","3,61",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
49,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1764. legenda: JOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182679,03 Objetos Pecuniários,"1,600 réis",Lisboa,1764,Ouro,Bom,"20,23","3,53",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
50,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1768. legenda: JOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182680,03 Objetos Pecuniários,"1,600 réis",Lisboa,1768,Ouro,Bom,"19,3","3,27",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
51,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1776. legenda: JOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182681,03 Objetos Pecuniários,"1,600 réis",Lisboa,1776,Ouro,Bom,"20,71","3,71",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
52,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1768. legenda: JOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182682,03 Objetos Pecuniários,800 réis,Lisboa,1768,Ouro,Bom,"16,21","1,76",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
53,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1768. legenda: JOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182683,03 Objetos Pecuniários,800 réis,Lisboa,1768,Ouro,Bom,"15,92","1,59",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
54,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1776. legenda: IOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182684,03 Objetos Pecuniários,800 réis,Lisboa,1776,Ouro,Bom,"15,87","1,55",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
55,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1751. legenda: IOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182685,03 Objetos Pecuniários,800 réis,Lisboa,1751,Ouro,Bom,"15,62","1,58",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
56,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1751. legenda: IOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182686,03 Objetos Pecuniários,800 réis,Lisboa,1751,Ouro,Bom,"16,35","1,76",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
57,"Anverso: Ao centro, a cabeça do rei D. José I à direita, com cabeleira e coroa de louro, tendo no exergo o ano 1751. legenda: IOSEPHUS. I. D. G. PORT. ET. ALG. REX. Reverso: as armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182687,03 Objetos Pecuniários,800 réis,Lisboa,1751,Ouro,Bom,"16,97","1,61",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
58,"Anverso: ao centro, as armas do Reino, cortando a legenda, com 1000, entre dois pontos, à esquerda, e quatro florões, também entre dois pontos, à direita. Legenda: IOSEPHUS. I. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto ao meio, cantonada por florões. Legenda: + IN. HOC. SIGNO. VINCES. + x 1768 x .",Moeda,182688,03 Objetos Pecuniários,1.000 réis,Lisboa,1768,Ouro,Bom,"18,16","2,57",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
59,"Anverso: ao centro, as armas do Reino, cortando a legenda, com 1000, entre dois pontos, à esquerda, e quatro florões, também entre dois pontos, à direita. Legenda: IOSEPHUS. I. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto ao meio, cantonada por florões. Legenda: + IN. HOC. SIGNO. VINCES. + x 1752 x .",Moeda,182689,03 Objetos Pecuniários,1.000 réis,Lisboa,1752,Ouro,Bom,"18,12","2,56",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
60,"Anverso: ao centro, as armas do Reino, cortando a legenda, com 1000, entre dois pontos, à esquerda, e quatro florões, também entre dois pontos, à direita. Legenda: IOSEPHUS. I. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto ao meio, cantonada por florões. Legenda: + IN. HOC. SIGNO. VINCES. + x 1752 x .",Moeda,182690,03 Objetos Pecuniários,1.000 réis,Lisboa,1752,Ouro,Bom,"17,54","2,36",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
61,"Anverso: ao centro, as armas do Reino, cortando a legenda, com 1000, entre dois pontos, à esquerda, e quatro florões, também entre dois pontos, à direita. Legenda: IOSEPHUS. I. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto ao meio, cantonada por florões. Legenda: + IN. HOC. SIGNO. VINCES. + x 1752 x .",Moeda,182691,03 Objetos Pecuniários,1.000 réis,Lisboa,1752,Ouro,Bom,"17,97","2,7",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
62,"Anverso: ao centro, as armas do Reino, cortando a legenda, com 1000, entre dois pontos, à esquerda, e quatro florões, também entre dois pontos, à direita. Legenda: IOSEPHUS. I. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto ao meio, cantonada por florões. Legenda: + IN. HOC. SIGNO. VINCES. + x 1768 x .",Moeda,182692,03 Objetos Pecuniários,1.000 réis,Lisboa,1768,Ouro,Bom,"17,57","2,38",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
63,"Anverso: Debaixo de uma coroa, entre duas palmas sobrepostas, * IOSE * / * I * , em duas linhas. No exergo, 400. Reverso: Ao centro, a cruz de Cristo, cantonada por florões. Legenda: + IN. HOC. SIGNO. VINCES + 1752 .",Moeda,182693,03 Objetos Pecuniários,480 réis,Lisboa,1752,Ouro,Bom,"14,57","1,04",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
64,"Anverso: Debaixo de uma coroa, entre duas palmas sobrepostas, * IOSE * / * I * , em duas linhas. No exergo, 400. Reverso: Ao centro, a cruz de Cristo, cantonada por florões. Legenda: + IN. HOC. SIGNO. VINCES + 1752 .",Moeda,182694,03 Objetos Pecuniários,480 réis,Lisboa,1752,Ouro,Bom,"14,38","1,04",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
65,"Anverso: Debaixo de uma coroa, entre duas palmas sobrepostas, * IOSE * / * I * , em duas linhas. No exergo, 400. Reverso: Ao centro, a cruz de Cristo, cantonada por florões. Legenda: + IN. HOC. SIGNO. VINCES + 1752 .",Moeda,182695,03 Objetos Pecuniários,480 réis,Lisboa,1752,Ouro,Bom,"13,25","0,84",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
66,"Anverso: Debaixo de uma coroa, entre duas palmas sobrepostas, * IOSE * / * I * , em duas linhas. No exergo, 400. Reverso: Ao centro, a cruz de Cristo, cantonada por florões. Legenda: + IN. HOC. SIGNO. VINCES + 1771 .",Moeda,182696,03 Objetos Pecuniários,480 réis,Lisboa,1771,Ouro,Bom,"14,1","0,96",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
